IF extra_degree==False AND german_speaking<=0.2222222222222222 AND dutch_speaking<=0.99999999985 THEN Class=reject ,[5517.0; 552.0],[5517; 0; 552],{0.0: 3750; 1.0: 2319},(0.18349376999999997)
IF potential<=0.7342334804499246 AND english_speaking>=0.15384615384615385 AND age>=26.0 AND extra_degree!=False AND experience>=1.0 THEN Class=hire ,[21.0; 2235.0],[21; 0; 2235],{0.0: 1412; 1.0: 844},(0.07495417809153979)
IF experience>=8.0 AND degree!=False AND potential<=0.8674974746885248 AND french_speaking<=0.7499999999875002 AND degrees<=0.9 THEN Class=hire ,[78.0; 462.0],[78; 0; 462],{0.0: 374; 1.0: 166},(0.05524972154154597)
IF english_speaking>=0.26666666666644445 AND french_speaking<=0.4090909090909091 AND extra_degree!=False AND experiences<=0.3425531914893617 AND language_german==False THEN Class=hire ,[164.0; 359.0],[164; 0; 359],{0.0: 320; 1.0: 203},(0.038605833608259414)
IF extra_degree!=False AND extra_degrees<=0.8 AND married==False AND experiences<=0.3212765957446809 AND english_speaking<=0.41666666666388896 THEN Class=hire ,[130.0; 218.0],[130; 0; 218],{0.0: 206; 1.0: 142},(0.05424195822119695)
IF french_speaking<=0.43333333333333335 AND experiences<=0.2606382978723404 AND potential>=0.049442717274954376 AND experience>=1.0 AND experience<=27.0 THEN Class=reject ,[77.0; 21.0],[77; 0; 21],{1.0: 66; 0.0: 32},(0.07090794306703396)
IF age<=45.0 AND english_speaking<=0.3170731707317073 AND experience<=11.0 AND dutch_speaking<=0.3571428571413266 AND french_speaking<=0.6249999999906252 THEN Class=reject ,[51.0; 24.0],[51; 0; 24],{1.0: 50; 0.0: 25},(0.0894904920888373)
IF dutch_speaking>=0.23529411764705882 AND potential>=0.04908538150451802 AND english_speaking>=0.25 THEN Class=hire ,[0.0; 22.0],[0; 0; 22],{0.0: 21; 1.0: 1},(0.07704383528559353)
IF potential>=0.04953580062815466 AND english_speaking<=0.34285714285714286 AND language_french!=False AND language_german==False AND dutch_speaking<=0.3333333333333333 THEN Class=hire ,[2.0; 20.0],[2; 0; 20],{0.0: 20; 1.0: 2},(0.10501995379122031)
IF language_english!=False AND dutch_speaking<=0.2 AND english_speaking<=0.3999999999970001 THEN Class=hire ,[3.0; 12.0],[3; 0; 12],{0.0: 12; 1.0: 3},(0.11951109099139884)
IF potential>=0.050092289908863344 AND age<=47.0 AND french_speaking>=0.35294117647058826 THEN Class=reject ,[16.0; 0.0],[16; 0; 0],{1.0: 16},(0.125)
IF potential>=0.049862372371781115 AND french_speaking>=0.34782608695652173 THEN Class=hire ,[0.0; 7.0],[0; 0; 7],{0.0: 6; 1.0: 1},(0.21875)
IF potential>=0.0334784144243475 THEN Class=reject ,[7.0; 0.0],[7; 0; 0],{1.0: 7},(0.08641975308641979)
IF age<=48.0 THEN Class=hire ,[1.0; 1.0],[1; 0; 1],{0.0: 1; 1.0: 1},(1e-06)
IF TRUE THEN Class=reject ,[6067.0; 3933.0],[6067; 0; 3933],{0.0: 6179; 1.0: 3821},(1e-06)
