IF extra_degree==False AND german_speaking<=0.3333333333333333 THEN Class=reject ,[5575.0; 567.0],[5575; 0; 567],{0.0: 3774; 1.0: 2368},(0.18689171999999998)
IF potential<=0.7667348261595994 AND english_speaking>=0.11764705882352941 AND experience>=2.0 AND experiences<=0.2936170212765957 AND german_speaking>=1.785714285701531e-12 THEN Class=hire ,[19.0; 2331.0],[19; 0; 2331],{0.0: 1490; 1.0: 860},(0.06754480802549608)
IF age>=46.0 AND degree!=False AND french_speaking<=0.99999999985 AND potential<=0.9328795550015092 THEN Class=hire ,[49.0; 335.0],[49; 0; 335],{0.0: 288; 1.0: 96},(0.04180533177606259)
IF potential<=0.8500847543467186 AND dutch_speaking>=0.05555555555555555 AND experiences<=0.27446808510638293 AND english_speaking<=0.499999999975 AND french_speaking<=0.4666666666666667 THEN Class=hire ,[117.0; 368.0],[117; 0; 368],{0.0: 294; 1.0: 191},(0.04600926406707106)
IF german_speaking>=0.03333333333333333 AND german_speaking<=0.09523809523809523 AND potential<=0.9172946305843824 AND english_speaking>=0.25 AND experiences<=0.3372340425531915 THEN Class=hire ,[48.0; 121.0],[48; 0; 121],{0.0: 119; 1.0: 50},(0.03828850340785802)
IF experiences>=0.14574468085106385 AND german_speaking<=0.10869565217391304 AND potential<=0.9332816556306094 AND experiences<=0.36276595744680856 AND german_speaking>=1.3157894736772856e-12 THEN Class=reject ,[88.0; 45.0],[88; 0; 45],{1.0: 87; 0.0: 46},(0.05116342236306021)
IF experiences>=0.011702127659574468 AND french_speaking>=0.29545454545454547 AND french_speaking<=0.99999999985 AND german_speaking<=0.14 THEN Class=hire ,[11.0; 50.0],[11; 0; 50],{0.0: 46; 1.0: 15},(0.04148139016809166)
IF age>=35.0 AND language_german==False AND age<=44.0 AND experience<=20.0 AND potential<=0.8661442308511956 THEN Class=hire ,[29.0; 60.0],[29; 0; 60],{0.0: 59; 1.0: 30},(0.043307603444654494)
IF experiences<=0.002127659574468085 AND married==False AND age<=37.0 THEN Class=hire ,[44.0; 65.0],[44; 0; 65],{0.0: 65; 1.0: 44},(0.07017644199147814)
IF gender!=0 AND age<=44.0 AND experiences<=0.275531914893617 AND french_speaking<=0.999999999925 AND german_speaking<=0.14893617021276595 THEN Class=reject ,[29.0; 4.0],[29; 0; 4],{1.0: 29; 0.0: 4},(0.07889546351084813)
IF experience<=9.0 AND experience>=1.0 AND age>=25.0 AND french_speaking<=0.4999999999875 THEN Class=hire ,[6.0; 14.0],[6; 0; 14],{0.0: 14; 1.0: 6},(0.11358024691358024)
IF gender!=0 AND degree!=False THEN Class=hire ,[2.0; 5.0],[2; 0; 5],{0.0: 5; 1.0: 2},(0.13280000000000003)
IF age>=33.0 THEN Class=reject ,[14.0; 0.0],[14; 0; 0],{1.0: 13; 0.0: 1},(0.043209876543209895)
IF age<=27.0 THEN Class=reject ,[3.0; 0.0],[3; 0; 0],{1.0: 2; 0.0: 1},(0.1875)
IF TRUE THEN Class=reject ,[6034.0; 3966.0],[6034; 0; 3966],{0.0: 6207; 1.0: 3793},(1e-06)
