IF extra_degree==False THEN Class=reject ,[5875.0; 835.0],[5321; 554; 281],{0.0: 3774; 1.0: 2382},(0.18372795999999997)
IF degrees<=0.8 AND potential>=0.03217489119029361 AND age>=24.0 AND french_speaking<=0.749999999975 AND potential<=0.8003570419482241 THEN Class=hire ,[259.0; 2561.0],[18; 241; 2320],{0.0: 1614; 1.0: 965},(0.06513170788753044)
IF age>=39.0 AND experiences<=0.2989361702127659 AND experience>=8.0 AND dutch_speaking<=0.3870967741935484 THEN Class=hire ,[88.0; 398.0],[69; 19; 379],{0.0: 345; 1.0: 122},(0.05693511849896109)
IF experiences<=0.22978723404255322 AND potential>=0.049203483258220757 AND extra_degrees<=0.85 AND age<=43.0 AND english_speaking<=0.4 THEN Class=hire ,[68.0; 153.0],[49; 19; 134],{0.0: 131; 1.0: 71},(0.03788292787105607)
IF french_speaking>=0.34 AND experience<=10.0 AND german_speaking<=0.08823529411764706 AND german_speaking>=1.999999999984e-12 AND potential<=0.9502627664243333 THEN Class=reject ,[106.0; 76.0],[105; 1; 75],{1.0: 106; 0.0: 75},(0.040783635872257994)
IF experiences>=0.24680851063829792 AND german_speaking<=0.13157894736842105 AND potential<=0.9328102992067819 AND french_speaking<=0.3888888888888889 AND english_speaking<=0.3888888888888889 THEN Class=hire ,[37.0; 99.0],[36; 1; 98],{0.0: 96; 1.0: 39},(0.037886485701843484)
IF french_speaking>=0.28125 AND english_speaking>=0.2631578947368421 AND age<=48.0 AND english_speaking<=0.3611111111111111 AND age>=25.0 THEN Class=reject ,[48.0; 24.0],[47; 1; 23],{1.0: 50; 0.0: 21},(0.057321428571428565)
IF potential>=0.04993332789794687 AND language_french!=False THEN Class=hire ,[3.0; 26.0],[3; 0; 26],{0.0: 26; 1.0: 3},(0.036102653327533714)
IF language_dutch!=False AND language_french!=False AND language_english!=False THEN Class=hire ,[18.0; 42.0],[16; 2; 40],{0.0: 40; 1.0: 18},(0.041790123456790125)
IF age>=29.0 AND experience<=10.0 AND age<=41.0 THEN Class=hire ,[22.0; 38.0],[22; 0; 38],{0.0: 38; 1.0: 22},(0.04944907282988441)
IF gender==0 AND experience<=13.0 AND potential<=0.04993332789794687 AND experience<=11.0 AND married==False THEN Class=hire ,[5.0; 13.0],[5; 0; 13],{0.0: 13; 1.0: 5},(0.08324661810613944)
IF age<=22.0 THEN Class=reject ,[7.0; 0.0],[7; 0; 0],{1.0: 7},(0.050619834710743807)
IF age>=26.0 AND experience<=12.0 AND age<=43.0 THEN Class=reject ,[16.0; 4.0],[16; 0; 4],{1.0: 16; 0.0: 4},(0.09642074506939376)
IF experience>=3.0 AND age>=37.0 AND experiences<=0.23617021276595743 THEN Class=reject ,[5.0; 1.0],[5; 0; 1],{1.0: 5; 0.0: 1},(0.14878892733564017)
IF language_english==False THEN Class=hire ,[0.0; 6.0],[0; 0; 6],{0.0: 6},(0.09917355371900823)
IF age<=25.0 AND experience>=2.0 THEN Class=reject ,[2.0; 1.0],[2; 0; 1],{1.0: 2; 0.0: 1},(0.15999999999999995)
IF age>=23.0 THEN Class=hire ,[0.0; 2.0],[0; 0; 2],{0.0: 2},(1e-06)
IF TRUE THEN Class=reject ,[6559.0; 4279.0],[5721; 838; 3441],{0.0: 6187; 1.0: 3813},(1e-06)
