IF extra_degree!=False AND experiences<=0.35957446808510635 THEN Class=hire ,[488.0; 3377.0],[488; 0; 3377],{0.0: 2399; 1.0: 1466},(0.185419)
IF degree==False THEN Class=reject ,[3376.0; 0.0],[3376; 0; 0],{0.0: 1968; 1.0: 1408},(0.05049887448199268)
IF age<=40.0 AND german_speaking<=0.13636363636363635 AND experience<=16.0 AND extra_degree==False AND english_speaking<=0.43749999999765626 THEN Class=reject ,[1579.0; 71.0],[1579; 0; 71],{0.0: 998; 1.0: 652},(0.09630231207471385)
IF potential<=0.7331397546304463 AND dutch_speaking>=0.0625 AND experience>=6.0 AND german_speaking>=2.0833333333159723e-12 AND extra_degrees<=0.7 THEN Class=hire ,[193.0; 402.0],[193; 0; 402],{0.0: 461; 1.0: 134},(0.12446570034011421)
IF experience<=23.0 AND german_speaking<=0.1875 AND english_speaking<=0.3611111111111111 AND dutch_speaking<=0.38235294117647056 AND extra_degree==False THEN Class=reject ,[260.0; 16.0],[260; 0; 16],{0.0: 184; 1.0: 92},(0.06289270087359385)
IF german_speaking<=0.06818181818181818 AND age<=62.0 AND dutch_speaking<=0.30952380952380953 AND experiences<=0.37765957446808507 AND french_speaking<=0.6666666666388888 THEN Class=reject ,[106.0; 18.0],[106; 0; 18],{0.0: 86; 1.0: 38},(0.08636395734764496)
IF potential<=0.7989361798069753 AND age>=24.0 AND french_speaking>=2.49999999975e-11 AND french_speaking<=0.749999999975 THEN Class=hire ,[10.0; 41.0],[10; 0; 41],{0.0: 43; 1.0: 8},(0.1398891966759003)
IF experience<=32.0 AND extra_degree==False THEN Class=reject ,[35.0; 3.0],[35; 0; 3],{0.0: 24; 1.0: 14},(0.09599395313681029)
IF english_speaking>=0.3157894736842105 AND age>=37.0 THEN Class=hire ,[1.0; 11.0],[1; 0; 11],{0.0: 11; 1.0: 1},(0.20959999999999998)
IF experience<=38.0 THEN Class=reject ,[11.0; 0.0],[11; 0; 0],{0.0: 8; 1.0: 3},(0.06508875739644966)
IF age>=61.0 THEN Class=hire ,[1.0; 1.0],[1; 0; 1],{1.0: 1; 0.0: 1},(1e-06)
IF TRUE THEN Class=reject ,[6060.0; 3940.0],[6060; 0; 3940],{0.0: 6183; 1.0: 3817},(1e-06)
