IF degree!=False AND degrees<=0.8 THEN Class=hire ,[4513.0; 5061.0],[202; 4311; 750],{0.0: 3390; 1.0: 1873},(0.11679589)
IF extra_degree==False THEN Class=reject ,[3925.0; 1670.0],[2255; 1670; 0],{0.0: 2300; 1.0: 1625},(0.0904322704642048)
IF degrees<=0.9 AND experience>=2.0 AND age>=29.0 AND dutch_speaking<=0.38235294117647056 AND potential<=0.8834802167009718 THEN Class=hire ,[131.0; 373.0],[12; 119; 254],{0.0: 252; 1.0: 133},(0.07047307626974687)
IF age>=38.0 AND german_speaking>=0.03125 AND french_speaking<=0.4358974358974359 AND english_speaking>=0.2682926829268293 AND experiences>=0.17446808510638298 THEN Class=hire ,[32.0; 107.0],[20; 12; 95],{0.0: 95; 1.0: 32},(0.04649836284957411)
IF age<=31.0 AND experiences<=0.3 AND dutch_speaking>=0.17142857142857143 AND english_speaking<=0.375 AND french_speaking<=0.4545454545442149 THEN Class=hire ,[50.0; 113.0],[38; 12; 101],{0.0: 103; 1.0: 48},(0.06460000000000002)
IF experiences<=0.2776595744680851 AND experiences>=0.21914893617021275 AND age<=50.0 AND experience<=21.0 AND english_speaking>=0.23333333333333334 THEN Class=reject ,[56.0; 24.0],[52; 4; 20],{1.0: 56; 0.0: 20},(0.09513084996171343)
IF dutch_speaking<=0.22857142857142856 AND french_speaking>=0.36363636363636365 AND experience<=18.0 AND german_speaking>=0.025 AND experiences>=0.20638297872340425 THEN Class=reject ,[16.0; 3.0],[16; 0; 3],{1.0: 16; 0.0: 3},(0.12647776318258583)
IF english_speaking<=0.3333333333333333 AND age<=58.0 THEN Class=hire ,[1.0; 31.0],[0; 1; 30],{0.0: 30; 1.0: 1},(0.0850480109739369)
IF english_speaking<=0.35 AND french_speaking<=0.36585365853602025 AND experience>=2.0 THEN Class=reject ,[8.0; 2.0],[8; 0; 2],{1.0: 8; 0.0: 2},(0.1776937618147448)
IF age>=22.0 THEN Class=hire ,[1.0; 13.0],[0; 1; 12],{0.0: 12; 1.0: 1},(1e-06)
IF TRUE THEN Class=reject ,[8733.0; 7397.0],[2603; 6130; 1267],{0.0: 6207; 1.0: 3793},(1e-06)
