IF degree!=False AND potential<=0.8008562153145601 AND age>=22.0 AND experiences<=0.3351063829787234 AND extra_degrees<=0.8 THEN Class=hire ,[3467.0; 4541.0],[704; 2763; 1778],{0.0: 3347; 1.0: 1898},(0.14857874999999998)
IF extra_degree==False THEN Class=reject ,[4019.0; 759.0],[3262; 757; 2],{0.0: 2425; 1.0: 1596},(0.07943020850264429)
IF experiences<=0.26063829787234044 AND french_speaking<=0.4285714285704082 AND english_speaking<=0.41176470588044983 AND german_speaking<=0.14285714285714285 AND potential<=0.9335942255870684 THEN Class=hire ,[126.0; 318.0],[66; 60; 258],{0.0: 259; 1.0: 125},(0.059047138222126545)
IF age>=42.0 AND potential<=0.9173551346912087 AND dutch_speaking>=0.1388888888888889 AND dutch_speaking<=0.4 AND extra_degrees>=0.65 THEN Class=hire ,[24.0; 90.0],[13; 11; 79],{0.0: 76; 1.0: 27},(0.08309387755102039)
IF potential<=0.8829623926792218 AND degrees>=0.9 AND experience<=12.0 AND potential>=0.8163170259490039 AND german_speaking<=0.14583333333333334 THEN Class=reject ,[68.0; 29.0],[66; 2; 27],{1.0: 67; 0.0: 28},(0.06197446278417938)
IF potential<=0.8998626006218118 AND age<=40.0 AND experiences<=0.3372340425531915 AND french_speaking>=0.275 AND english_speaking>=0.25 THEN Class=hire ,[13.0; 48.0],[11; 2; 46],{0.0: 46; 1.0: 13},(0.09106648199445984)
IF german_speaking>=0.08695652173913043 AND dutch_speaking>=0.1951219512195122 AND age<=42.0 THEN Class=hire ,[6.0; 12.0],[4; 2; 10],{0.0: 11; 1.0: 5},(0.055035264192392186)
IF german_speaking>=0.05405405405405406 AND experiences>=0.2638297872340426 AND experience<=25.0 AND french_speaking<=0.3902439024390244 AND experience>=6.0 THEN Class=reject ,[19.0; 0.0],[19; 0; 0],{1.0: 19},(0.08652386574464496)
IF experience>=5.0 AND experience<=14.0 AND experiences<=0.3425531914893617 AND english_speaking<=0.42424242424136827 AND age>=31.0 THEN Class=hire ,[4.0; 19.0],[4; 0; 19],{0.0: 19; 1.0: 4},(0.1361474435196195)
IF german_speaking<=0.06382978723404255 AND age>=29.0 THEN Class=reject ,[16.0; 0.0],[16; 0; 0],{1.0: 16},(0.10448979591836732)
IF age<=30.0 AND dutch_speaking>=0.18604651162790697 AND age>=21.0 AND language_english!=False THEN Class=reject ,[8.0; 0.0],[8; 0; 0],{1.0: 6; 0.0: 2},(0.17728531855955676)
IF experience<=1.0 AND age>=21.0 THEN Class=reject ,[3.0; 1.0],[2; 1; 0],{1.0: 3},(0.1983471074380165)
IF age>=20.0 THEN Class=hire ,[0.0; 8.0],[0; 0; 8],{0.0: 8},(1e-06)
IF TRUE THEN Class=reject ,[7773.0; 5825.0],[4175; 3598; 2227],{0.0: 6221; 1.0: 3779},(1e-06)
