IF extra_degree!=False AND french_speaking<=0.99999999985 THEN Class=hire ,[485.0; 3335.0],[485; 0; 3335],{0.0: 2321; 1.0: 1499},(0.18452000000000002)
IF degree==False THEN Class=reject ,[3333.0; 0.0],[3333; 0; 0],{0.0: 1920; 1.0: 1413},(0.04930679925849122)
IF age<=39.0 AND german_speaking<=0.1388888888888889 AND dutch_speaking<=0.46153846153846156 AND experience<=15.0 AND age<=38.0 THEN Class=reject ,[1500.0; 48.0],[1500; 0; 48],{0.0: 973; 1.0: 575},(0.09104586825908476)
IF potential>=0.6826469977166637 AND experience<=29.0 AND degrees>=0.75 AND potential>=0.6834513192470929 THEN Class=reject ,[295.0; 24.0],[295; 0; 24],{0.0: 212; 1.0: 107},(0.07926213152653105)
IF age>=48.0 AND german_speaking>=3.5714285713775518e-12 AND french_speaking<=0.5454545454491736 AND potential<=0.8667656267906807 AND experience>=10.0 THEN Class=hire ,[83.0; 278.0],[83; 0; 278],{0.0: 287; 1.0: 74},(0.09836214077467718)
IF german_speaking<=0.06060606060606061 AND english_speaking<=0.38095238095238093 AND dutch_speaking<=0.3225806451612903 AND extra_degree==False AND age>=39.0 THEN Class=reject ,[176.0; 23.0],[176; 0; 23],{0.0: 137; 1.0: 62},(0.07450653902667548)
IF age>=33.0 AND potential<=0.5664235348381182 AND french_speaking<=0.49999999999722217 AND german_speaking>=2.7777777777469136e-12 AND potential>=0.049667314372977875 THEN Class=hire ,[82.0; 138.0],[82; 0; 138],{0.0: 153; 1.0: 67},(0.08911564625850343)
IF age<=25.0 AND german_speaking<=0.25 AND french_speaking>=1.6666666665555557e-11 THEN Class=reject ,[47.0; 2.0],[47; 0; 2],{0.0: 25; 1.0: 24},(0.05614999999999999)
IF german_speaking>=0.14285714285714285 AND french_speaking<=0.35714285714285715 AND english_speaking<=0.38461538461538464 AND potential<=0.6496254374319055 THEN Class=hire ,[11.0; 27.0],[11; 0; 27],{0.0: 31; 1.0: 7},(0.09214508135608088)
IF potential<=0.6330311669232026 AND experience<=21.0 AND age>=26.0 AND age<=51.0 AND experiences<=0.23191489361702128 THEN Class=reject ,[58.0; 3.0],[58; 0; 3],{1.0: 36; 0.0: 25},(0.09288119664813216)
IF experience<=26.0 AND age>=42.0 AND age<=57.0 AND german_speaking<=0.10810810810810811 AND german_speaking>=2.4999999999750003e-12 THEN Class=hire ,[4.0; 19.0],[4; 0; 19],{0.0: 19; 1.0: 4},(0.17825443786982248)
IF english_speaking<=0.3409090909090909 AND age>=32.0 THEN Class=reject ,[22.0; 0.0],[22; 0; 0],{0.0: 15; 1.0: 7},(0.07847800237812128)
IF experiences<=0.17021276595744678 AND age>=40.0 THEN Class=reject ,[4.0; 0.0],[4; 0; 0],{1.0: 3; 0.0: 1},(0.24489795918367346)
IF age>=24.0 THEN Class=hire ,[0.0; 3.0],[0; 0; 3],{0.0: 3},(1e-06)
IF TRUE THEN Class=reject ,[6100.0; 3900.0],[6100; 0; 3900],{0.0: 6122; 1.0: 3878},(1e-06)
