IF extra_degree==False AND german_speaking<=0.3333333333333333 THEN Class=reject ,[5852.0; 952.0],[5183; 669; 283],{0.0: 3788; 1.0: 2347},(0.18016730000000003)
IF potential<=0.7342334804499246 AND english_speaking>=0.10000000000300002 AND experience>=1.0 THEN Class=hire ,[244.0; 2334.0],[8; 236; 2098],{0.0: 1461; 1.0: 881},(0.06565867095990321)
IF experience>=8.0 AND potential<=0.8674974746885248 AND degrees<=0.9 AND degree!=False THEN Class=hire ,[105.0; 486.0],[73; 32; 454],{0.0: 379; 1.0: 180},(0.05425110011558381)
IF potential<=0.7004717612775871 AND potential>=0.033647487390781966 AND extra_degree!=False AND german_speaking>=2.2727272727066117e-12 THEN Class=hire ,[59.0; 159.0],[29; 30; 129],{0.0: 125; 1.0: 63},(0.040925603898004516)
IF age>=39.0 AND english_speaking>=0.25 AND potential>=0.782500870521302 AND experiences>=0.18617021276595747 AND extra_degrees>=0.55 THEN Class=hire ,[37.0; 122.0],[36; 1; 121],{0.0: 116; 1.0: 42},(0.038095174832607076)
IF french_speaking>=0.3488372093023256 AND dutch_speaking>=0.20588235294117646 AND age>=23.0 AND dutch_speaking<=0.2972972972972973 AND german_speaking>=1.388888888881173e-12 THEN Class=reject ,[132.0; 95.0],[119; 13; 82],{1.0: 134; 0.0: 80},(0.04269435803981942)
IF potential>=0.7500842943701411 AND potential<=0.9168610481458558 AND language_english!=False AND english_speaking>=0.2727272727272727 AND extra_degrees>=0.55 THEN Class=hire ,[47.0; 106.0],[43; 4; 102],{0.0: 99; 1.0: 50},(0.04601877266934615)
IF french_speaking>=0.2978723404255319 AND language_english!=False AND potential<=0.9171329826155048 AND age<=43.0 AND dutch_speaking<=0.36363636363636365 THEN Class=reject ,[29.0; 7.0],[28; 1; 6],{1.0: 29; 0.0: 6},(0.04590542099192619)
IF experience>=6.0 AND french_speaking<=0.3448275862068966 AND age<=48.0 AND english_speaking<=0.3488372093023256 THEN Class=reject ,[30.0; 15.0],[29; 1; 14],{1.0: 29; 0.0: 15},(0.04818181818181817)
IF experience>=4.0 AND french_speaking<=0.40625 AND age>=28.0 AND dutch_speaking<=0.3235294117647059 THEN Class=hire ,[8.0; 36.0],[8; 0; 36],{0.0: 36; 1.0: 8},(0.049715909090909116)
IF experience>=1.0 AND experiences<=0.2606382978723404 AND age<=44.0 AND dutch_speaking<=0.325 AND german_speaking<=0.13953488372093023 THEN Class=reject ,[40.0; 24.0],[40; 0; 24],{1.0: 40; 0.0: 24},(0.08631772268135905)
IF age>=24.0 AND married==False AND french_speaking<=0.42857142857142855 AND dutch_speaking<=0.34210526315789475 THEN Class=hire ,[2.0; 24.0],[2; 0; 24],{0.0: 24; 1.0: 2},(0.07742214532871974)
IF english_speaking<=0.3333333333333333 AND german_speaking>=0.03333333333333333 AND experiences<=0.33617021276595743 AND experiences>=0.18617021276595747 THEN Class=hire ,[1.0; 11.0],[1; 0; 11],{0.0: 11; 1.0: 1},(0.09183673469387754)
IF experiences<=0.1648936170212766 AND age<=25.0 AND language_german==False THEN Class=hire ,[5.0; 13.0],[5; 0; 13],{0.0: 13; 1.0: 5},(0.15333333333333332)
IF potential<=0.8839639864707328 THEN Class=reject ,[11.0; 0.0],[11; 0; 0],{1.0: 10; 0.0: 1},(0.07638888888888892)
IF TRUE THEN Class=reject ,[6602.0; 4385.0],[5615; 987; 3398],{0.0: 6179; 1.0: 3821},(1e-06)
