IF extra_degree!=False THEN Class=hire ,[815.0; 3230.0],[257; 558; 2672],{0.0: 2327; 1.0: 1160},(0.18515889)
IF language_english==False AND language_german==False THEN Class=reject ,[4383.0; 255.0],[4131; 252; 3],{0.0: 2540; 1.0: 1846},(0.00946546123994081)
IF experience<=15.0 AND german_speaking<=0.19047619047619047 THEN Class=reject ,[1401.0; 252.0],[1159; 242; 10],{0.0: 833; 1.0: 578},(0.02430368364827795)
IF degree==False THEN Class=reject ,[354.0; 0.0],[354; 0; 0],{0.0: 195; 1.0: 159},(0.057313286102181595)
IF nationality==0 AND experiences>=0.009574468085106383 AND potential<=0.783855704234436 AND french_speaking>=2.49999999975e-11 AND french_speaking<=0.5 THEN Class=hire ,[125.0; 188.0],[7; 118; 70],{0.0: 195},(0.1979182564634779)
IF degrees<=0.85 AND experiences<=0.24468085106382978 THEN Class=reject ,[117.0; 14.0],[103; 14; 0],{1.0: 77; 0.0: 40},(0.05453763132417795)
IF experiences>=0.2148936170212766 AND german_speaking<=0.11627906976744186 AND age<=53.0 THEN Class=reject ,[24.0; 1.0],[23; 1; 0],{1.0: 14; 0.0: 10},(0.1248)
IF nationality==0 AND experiences<=0.27234042553191484 AND english_speaking<=0.36363636363636365 AND german_speaking>=0.045454545454545456 THEN Class=hire ,[0.0; 12.0],[0; 0; 12],{0.0: 12},(0.23076923076923078)
IF extra_degrees<=0.9 THEN Class=reject ,[13.0; 0.0],[13; 0; 0],{1.0: 8; 0.0: 5},(0.06632653061224487)
IF TRUE THEN Class=reject ,[7232.0; 3953.0],[6047; 1185; 2768],{0.0: 6158; 1.0: 3842},(1e-06)
