IF extra_degree==False THEN Class=reject ,[6212.0; 266.0],[6212; 0; 266],{0.0: 3799; 1.0: 2679},(0.18568406000000004)
IF nationality==0 THEN Class=hire ,[2.0; 2352.0],[2; 0; 2352],{0.0: 2354},(0.09640465496186695)
IF german_speaking>=0.029411764705882353 AND potential<=0.8162887395925449 AND age>=25.0 AND experiences<=0.276595744680851 AND english_speaking<=0.42857142857142855 THEN Class=hire ,[64.0; 510.0],[64; 0; 510],{1.0: 574},(0.1593682562394446)
IF potential<=0.15064795041307352 AND experience<=22.0 AND age<=58.0 AND german_speaking<=0.14285714285714285 THEN Class=reject ,[208.0; 8.0],[208; 0; 8],{1.0: 216},(0.07774716865625955)
IF experience<=16.0 AND dutch_speaking<=0.30769230769142014 AND language_german==False AND german_speaking>=1.9230769230621305e-12 AND german_speaking<=0.15555555555555556 THEN Class=reject ,[151.0; 27.0],[151; 0; 27],{1.0: 178},(0.10422440581170737)
IF gender!=0 AND potential>=0.19963148118084842 AND german_speaking>=3.8461538460946755e-12 AND german_speaking<=0.11627906976744186 AND age<=57.0 THEN Class=reject ,[55.0; 18.0],[55; 0; 18],{1.0: 73},(0.11805)
IF language_french!=False AND french_speaking<=0.3749999999984375 AND dutch_speaking>=0.22222222222283955 AND dutch_speaking<=0.6666666666388888 AND experiences<=0.2872340425531915 THEN Class=hire ,[3.0; 64.0],[3; 0; 64],{1.0: 67},(0.1051522103044206)
IF experience<=23.0 AND language_dutch!=False AND dutch_speaking<=0.44444444444012354 AND german_speaking<=0.17073170731707318 THEN Class=reject ,[24.0; 7.0],[24; 0; 7],{1.0: 31},(0.15888888888888889)
IF french_speaking>=0.23076923076952666 AND experiences<=0.25000000000000006 AND age>=28.0 THEN Class=hire ,[0.0; 20.0],[0; 0; 20],{1.0: 20},(0.09512485136741979)
IF german_speaking<=0.09523809523809523 AND english_speaking<=0.3636363636353306 THEN Class=reject ,[4.0; 1.0],[4; 0; 1],{1.0: 5},(0.1975308641975309)
IF age>=22.0 THEN Class=hire ,[0.0; 4.0],[0; 0; 4],{1.0: 4},(1e-06)
IF TRUE THEN Class=reject ,[6723.0; 3277.0],[6723; 0; 3277],{0.0: 6153; 1.0: 3847},(1e-06)
