IF extra_degree==False AND german_speaking<=0.25 THEN Class=reject ,[6255.0; 237.0],[6255; 0; 237],{0.0: 3823; 1.0: 2669},(0.18423876000000006)
IF nationality==0 AND degree!=False THEN Class=hire ,[0.0; 2296.0],[0; 0; 2296],{0.0: 2296},(0.10112347863622358)
IF german_speaking>=0.027777777777777776 AND experiences<=0.22340425531914895 AND age>=24.0 AND extra_degree!=False AND potential<=0.8994309098002831 THEN Class=hire ,[71.0; 487.0],[71; 0; 487],{1.0: 558},(0.14730581969087997)
IF experience<=16.0 AND dutch_speaking<=0.33333333333055554 AND language_german==False AND english_speaking<=0.4999999999875 THEN Class=reject ,[325.0; 44.0],[325; 0; 44],{1.0: 368; 0.0: 1},(0.0905998372752013)
IF potential<=0.25052437147139694 AND experience<=21.0 THEN Class=reject ,[97.0; 23.0],[97; 0; 23],{1.0: 120},(0.12465373961218836)
IF potential<=0.8006787045853374 AND language_english!=False AND experiences<=0.276595744680851 AND english_speaking>=0.2142857142862245 AND french_speaking<=0.4999999999950001 THEN Class=hire ,[8.0; 75.0],[8; 0; 75],{1.0: 83},(0.10089990817263547)
IF experience>=14.0 AND experiences>=0.00425531914893617 AND experiences<=0.301063829787234 AND german_speaking>=4.5454545453719014e-12 AND german_speaking<=0.11627906976744186 THEN Class=hire ,[6.0; 31.0],[6; 0; 31],{1.0: 37},(0.1524390243902439)
IF english_speaking<=0.375 AND french_speaking>=0.32 AND experiences<=0.3117021276595745 THEN Class=reject ,[23.0; 0.0],[23; 0; 0],{1.0: 23},(0.11358024691358024)
IF english_speaking>=0.3125 AND experiences<=0.24148936170212765 AND potential>=0.333636622785606 THEN Class=hire ,[0.0; 8.0],[0; 0; 8],{1.0: 8},(0.1983471074380165)
IF age>=49.0 THEN Class=reject ,[9.0; 0.0],[9; 0; 0],{1.0: 9},(0.09183673469387758)
IF age>=34.0 AND gender!=0 THEN Class=hire ,[0.0; 2.0],[0; 0; 2],{1.0: 2},(0.24)
IF age>=29.0 THEN Class=reject ,[3.0; 0.0],[3; 0; 0],{1.0: 3},(1e-06)
IF TRUE THEN Class=reject ,[6797.0; 3203.0],[6797; 0; 3203],{0.0: 6120; 1.0: 3880},(1e-06)
