IF extra_degree!=False AND potential<=0.9502649434998457 THEN Class=hire ,[512.0; 3126.0],[512; 0; 3126],{0.0: 2450; 1.0: 1188},(0.18898076000000003)
IF degree==False THEN Class=reject ,[3450.0; 0.0],[3450; 0; 0],{0.0: 1854; 1.0: 1596},(0.02318465669858197)
IF experience<=13.0 AND german_speaking<=0.2 AND extra_degree==False AND language_german==False THEN Class=reject ,[1730.0; 28.0],[1730; 0; 28],{0.0: 1065; 1.0: 693},(0.04677499698104095)
IF nationality!=0 THEN Class=reject ,[382.0; 0.0],[382; 0; 0],{1.0: 382},(0.069990898960439)
IF language_english!=False AND german_speaking>=0.022222222222222223 AND experience>=2.0 AND potential<=0.867001211679101 AND experiences<=0.29574468085106387 THEN Class=hire ,[52.0; 174.0],[52; 0; 174],{0.0: 226},(0.13286262718462238)
IF german_speaking<=0.09375 AND experience<=23.0 AND extra_degree==False THEN Class=reject ,[229.0; 6.0],[229; 0; 6],{0.0: 235},(0.044190851883159556)
IF potential<=0.41754193121779626 AND german_speaking<=0.25 AND language_english==False AND experiences<=0.13829787234042554 AND age<=63.0 THEN Class=reject ,[106.0; 3.0],[106; 0; 3],{0.0: 109},(0.06247867577878644)
IF potential>=0.6329500687687675 AND extra_degree==False AND experiences>=0.17234042553191486 AND english_speaking<=0.375 AND french_speaking>=0.25806451612903225 THEN Class=reject ,[78.0; 4.0],[78; 0; 4],{0.0: 82},(0.10278404078031567)
IF potential<=0.5663492818592192 AND english_speaking<=0.37037037037037035 AND experiences<=0.17659574468085107 AND german_speaking<=0.25 AND dutch_speaking<=0.3999999999970001 THEN Class=reject ,[47.0; 10.0],[47; 0; 10],{0.0: 57},(0.14229166666666665)
IF experience<=29.0 AND english_speaking>=0.25806451612903225 AND experience>=2.0 AND english_speaking<=0.3888888888873457 THEN Class=hire ,[0.0; 33.0],[0; 0; 33],{0.0: 33},(0.1330309901738473)
IF german_speaking>=1.2499999999375001e-11 AND french_speaking>=0.3 AND extra_degree==False THEN Class=reject ,[13.0; 2.0],[13; 0; 2],{0.0: 15},(0.16666666666666669)
IF dutch_speaking>=0.32 AND potential<=0.5335613921210051 AND experiences>=0.011702127659574468 THEN Class=reject ,[2.0; 0.0],[2; 0; 0],{0.0: 2},(0.10666666666666667)
IF french_speaking<=0.3749999999968751 THEN Class=hire ,[0.0; 10.0],[0; 0; 10],{0.0: 10},(0.05917159763313606)
IF age<=53.0 THEN Class=hire ,[0.0; 2.0],[0; 0; 2],{0.0: 2},(0.22222222222222224)
IF TRUE THEN Class=reject ,[6602.0; 3398.0],[6602; 0; 3398],{0.0: 6141; 1.0: 3859},(1e-06)
