IF degree!=False AND nationality==0 AND experiences<=0.35638297872340424 AND experience<=42.0 THEN Class=hire ,[2322.0; 3862.0],[388; 1934; 1928],{0.0: 4250},(0.16588)
IF potential<=0.682471013554679 AND extra_degree!=False THEN Class=reject ,[884.0; 884.0],[0; 884; 0],{1.0: 884},(0.0009090661625708818)
IF extra_degree==False THEN Class=reject ,[4555.0; 213.0],[4342; 213; 0],{1.0: 2624; 0.0: 1931},(0.006540682819074383)
IF potential<=0.8507043414206509 AND experience>=1.0 AND experiences<=0.29255319148936165 AND german_speaking>=1.388888888881173e-12 THEN Class=hire ,[154.0; 172.0],[7; 147; 25],{1.0: 179},(0.13665077904488168)
IF experience>=15.0 AND language_english!=False AND potential<=0.9330226588928527 AND extra_degrees>=0.8 THEN Class=hire ,[13.0; 18.0],[1; 12; 6],{1.0: 18; 0.0: 1},(0.07856978879706153)
IF potential<=0.899536682468035 AND french_speaking<=0.2727272727272727 THEN Class=hire ,[6.0; 6.0],[0; 6; 0],{1.0: 6},(0.03665126478189364)
IF potential<=0.7326070604161161 THEN Class=reject ,[4.0; 4.0],[0; 4; 0],{1.0: 4},(0.001048126473927854)
IF potential<=0.899536682468035 AND experiences<=0.18829787234042555 THEN Class=hire ,[4.0; 4.0],[0; 4; 0],{1.0: 4},(0.0011311150909605046)
IF nationality!=0 AND age<=49.0 THEN Class=reject ,[91.0; 18.0],[73; 18; 0],{1.0: 91},(0.027854300581573285)
IF age<=50.0 THEN Class=hire ,[0.0; 3.0],[0; 0; 3],{0.0: 2; 1.0: 1},(0.234375)
IF age>=53.0 THEN Class=reject ,[5.0; 0.0],[5; 0; 0],{1.0: 5},(1e-06)
IF TRUE THEN Class=reject ,[8038.0; 5184.0],[4816; 3222; 1962],{0.0: 6184; 1.0: 3816},(1e-06)
