IF extra_degree!=False THEN Class=hire ,[494.0; 2975.0],[494; 0; 2975],{0.0: 2388; 1.0: 1081},(0.18517378)
IF degree==False THEN Class=reject ,[3617.0; 0.0],[3617; 0; 0],{0.0: 2005; 1.0: 1612},(0.02230205537066067)
IF experience<=14.0 AND german_speaking<=0.16326530612244897 THEN Class=reject ,[1926.0; 38.0],[1926; 0; 38],{0.0: 1207; 1.0: 757},(0.04778955074053778)
IF language_english==False AND german_speaking<=0.26666666666666666 THEN Class=reject ,[475.0; 38.0],[475; 0; 38],{0.0: 350; 1.0: 163},(0.08789473684210525)
IF nationality==0 AND german_speaking>=0.025 AND experiences<=0.25 AND experience>=2.0 AND experience<=39.0 THEN Class=hire ,[28.0; 158.0],[28; 0; 158],{0.0: 186},(0.1794217909713095)
IF nationality!=0 THEN Class=reject ,[117.0; 0.0],[117; 0; 0],{1.0: 117},(0.053856287995428645)
IF potential<=0.24894570932669352 AND german_speaking<=0.2857142857142857 AND english_speaking<=0.499999999975 THEN Class=reject ,[66.0; 0.0],[66; 0; 0],{0.0: 66},(0.10659389619068832)
IF potential<=0.6166279426569428 AND english_speaking>=0.31249999999921874 AND french_speaking<=0.47826086956323255 AND age>=23.0 AND language_english!=False THEN Class=hire ,[6.0; 25.0],[6; 0; 25],{0.0: 31},(0.1732266435986159)
IF french_speaking>=0.29999999999900007 AND german_speaking<=0.10869565217391304 THEN Class=reject ,[23.0; 0.0],[23; 0; 0],{0.0: 23},(0.06720233747260775)
IF experience>=21.0 AND experience<=28.0 THEN Class=hire ,[0.0; 4.0],[0; 0; 4],{0.0: 4},(0.20408163265306123)
IF age>=20.0 THEN Class=reject ,[10.0; 0.0],[10; 0; 0],{0.0: 10},(1e-06)
IF TRUE THEN Class=reject ,[6762.0; 3238.0],[6762; 0; 3238],{0.0: 6270; 1.0: 3730},(1e-06)
