IF extra_degree==False THEN Class=reject ,[5918.0; 869.0],[5327; 591; 278],{0.0: 3827; 1.0: 2369},(0.18187264000000003)
IF nationality==0 THEN Class=hire ,[1.0; 2386.0],[1; 0; 2386],{0.0: 2387},(0.06720463323238256)
IF potential<=0.749431330519145 AND english_speaking>=0.1111111111111111 AND experience>=1.0 THEN Class=hire ,[228.0; 858.0],[3; 225; 633],{1.0: 861},(0.17283674545754274)
IF experience<=12.0 AND german_speaking<=0.09523809523809523 AND dutch_speaking<=0.599999999986 THEN Class=reject ,[319.0; 46.0],[285; 34; 12],{1.0: 331},(0.07157044148853578)
IF potential<=0.8493160922292198 AND dutch_speaking>=0.1 AND experiences<=0.31170212765957445 THEN Class=hire ,[39.0; 85.0],[22; 17; 68],{1.0: 107},(0.15585185185185185)
IF experience<=26.0 AND experiences<=0.3212765957446808 AND age<=56.0 THEN Class=reject ,[85.0; 7.0],[78; 7; 0],{1.0: 85},(0.04273197357081295)
IF age>=55.0 AND experience<=39.0 AND german_speaking<=0.0975609756097561 THEN Class=reject ,[18.0; 5.0],[13; 5; 0],{1.0: 18},(0.11570247933884298)
IF experiences<=0.3361702127659575 AND language_french!=False THEN Class=hire ,[1.0; 8.0],[0; 1; 7],{1.0: 8},(0.24888888888888888)
IF age>=30.0 THEN Class=reject ,[7.0; 0.0],[7; 0; 0],{1.0: 7},(1e-06)
IF TRUE THEN Class=reject ,[6616.0; 4264.0],[5736; 880; 3384],{0.0: 6214; 1.0: 3786},(1e-06)
