IF extra_degree==False AND german_speaking<=0.25 THEN Class=reject ,[5830.0; 882.0],[5250; 580; 302],{0.0: 3783; 1.0: 2349},(0.17988232)
IF nationality==0 AND degree!=False THEN Class=hire ,[1.0; 2378.0],[0; 1; 2377],{0.0: 2378},(0.06596096735177082)
IF degrees<=0.8 AND english_speaking>=0.1111111111111111 AND age>=24.0 AND extra_degree!=False THEN Class=hire ,[283.0; 954.0],[20; 263; 691],{1.0: 974},(0.16864555650646368)
IF experience>=18.0 AND potential<=0.9167235439779894 AND experiences<=0.3659574468085106 THEN Class=hire ,[39.0; 57.0],[18; 21; 36],{1.0: 73; 0.0: 2},(0.07638137732107446)
IF dutch_speaking>=0.499999999975 AND age>=21.0 THEN Class=hire ,[15.0; 18.0],[1; 14; 4],{1.0: 19},(0.03456378772219394)
IF experience<=7.0 AND age<=48.0 THEN Class=reject ,[239.0; 19.0],[220; 19; 0],{1.0: 239},(0.021473012735562964)
IF german_speaking<=0.02702702702702703 AND dutch_speaking<=0.2972972972972973 THEN Class=reject ,[81.0; 9.0],[72; 9; 0],{1.0: 81},(0.03869927438860521)
IF potential<=0.8168447040067482 AND experiences<=0.26808510638297867 AND extra_degree!=False AND dutch_speaking<=0.3333333333333333 THEN Class=hire ,[3.0; 15.0],[3; 0; 15],{1.0: 18},(0.11591695501730105)
IF experience<=14.0 THEN Class=reject ,[66.0; 2.0],[64; 2; 0],{1.0: 64; 0.0: 2},(0.009353741496598606)
IF experience>=16.0 THEN Class=reject ,[15.0; 0.0],[15; 0; 0],{1.0: 15},(0.04629629629629632)
IF married==False THEN Class=reject ,[2.0; 0.0],[2; 0; 0],{1.0: 2},(0.22222222222222224)
IF TRUE THEN Class=reject ,[6574.0; 4335.0],[5665; 909; 3426],{0.0: 6165; 1.0: 3835},(1e-06)
