IF extra_degree==False AND german_speaking<=0.25 AND english_speaking<=0.49999999999166667 THEN Class=reject ,[5548.0; 571.0],[5548; 0; 571],{0.0: 3783; 1.0: 2336},(0.18582430000000003)
IF nationality==0 AND degree!=False AND english_speaking<=0.49999999999166667 THEN Class=hire ,[2.0; 2411.0],[2; 0; 2411],{0.0: 2413},(0.0767024067794787)
IF potential<=0.7664675334268105 AND english_speaking>=0.11111111111419755 AND experience>=1.0 AND extra_degree!=False AND age>=25.0 THEN Class=hire ,[30.0; 901.0],[30; 0; 901],{1.0: 931},(0.18693063279109653)
IF experience<=11.0 AND german_speaking<=0.13953488372093023 AND dutch_speaking<=0.4285714285663265 AND english_speaking<=0.39999999999900004 AND french_speaking<=0.5833333333333334 THEN Class=reject ,[317.0; 14.0],[317; 0; 14],{1.0: 331},(0.07379087211177346)
IF potential>=0.8342044326731575 AND experience<=26.0 AND english_speaking<=0.38636363636363635 THEN Class=reject ,[58.0; 4.0],[58; 0; 4],{1.0: 62},(0.08723725139032892)
IF experiences>=0.014893617021276595 AND degree!=False AND french_speaking<=0.6666666666388888 AND dutch_speaking>=3.846153846094675e-12 AND experiences<=0.325531914893617 THEN Class=hire ,[13.0; 58.0],[13; 0; 58],{1.0: 69; 0.0: 2},(0.16652199074074076)
IF experience<=22.0 AND dutch_speaking<=0.499999999975 AND german_speaking<=0.33333333332777776 THEN Class=reject ,[51.0; 0.0],[51; 0; 0],{1.0: 49; 0.0: 2},(0.10527303434040161)
IF language_english!=False AND age>=38.0 AND age<=59.0 THEN Class=hire ,[1.0; 9.0],[1; 0; 9],{1.0: 10},(0.18181818181818182)
IF language_french!=True AND potential>=0.03334954159055274 THEN Class=hire ,[0.0; 2.0],[0; 0; 2],{1.0: 2},(0.1388888888888889)
IF age>=22.0 THEN Class=reject ,[10.0; 0.0],[10; 0; 0],{1.0: 6; 0.0: 4},(1e-06)
IF TRUE THEN Class=reject ,[6030.0; 3970.0],[6030; 0; 3970],{0.0: 6204; 1.0: 3796},(1e-06)
