IF extra_degree==False AND german_speaking<=0.33333333332777776 THEN Class=reject ,[5675.0; 571.0],[5675; 0; 571],{0.0: 3862; 1.0: 2384},(0.18443282000000005)
IF nationality==0 THEN Class=hire ,[4.0; 2314.0],[4; 0; 2314],{0.0: 2318},(0.07426835633892483)
IF degrees<=0.8 AND english_speaking>=0.13333333333333333 AND experience>=1.0 AND age>=26.0 AND experiences<=0.274468085106383 THEN Class=hire ,[25.0; 867.0],[25; 0; 867],{1.0: 892},(0.17897711842707612)
IF age<=42.0 AND german_speaking<=0.12 AND dutch_speaking<=0.4285714285663265 AND english_speaking<=0.3448275862062426 AND experience<=16.0 THEN Class=reject ,[297.0; 22.0],[297; 0; 22],{1.0: 319},(0.08352143706747406)
IF potential<=0.8501862201677939 AND dutch_speaking>=0.125 AND age>=23.0 AND experiences<=0.33191489361702126 THEN Class=hire ,[33.0; 79.0],[33; 0; 79],{1.0: 112},(0.14536296296296297)
IF experience<=23.0 AND french_speaking<=0.40540540540540543 AND age<=61.0 THEN Class=reject ,[76.0; 2.0],[76; 0; 2],{1.0: 78},(0.06782050278017068)
IF dutch_speaking>=0.1875 AND experience>=17.0 AND experiences<=0.2968085106382979 THEN Class=hire ,[0.0; 8.0],[0; 0; 8],{1.0: 8},(0.15020408163265306)
IF married==False AND german_speaking<=0.14285714285714285 THEN Class=reject ,[15.0; 0.0],[15; 0; 0],{1.0: 15},(0.0823045267489712)
IF dutch_speaking<=7.1428571426530615e-12 AND language_french!=False THEN Class=hire ,[0.0; 3.0],[0; 0; 3],{1.0: 3},(0.16666666666666669)
IF gender!=0 THEN Class=reject ,[6.0; 0.0],[6; 0; 0],{1.0: 6},(0.0740740740740741)
IF age>=48.0 THEN Class=reject ,[2.0; 0.0],[2; 0; 0],{1.0: 2},(0.22222222222222224)
IF TRUE THEN Class=reject ,[6133.0; 3867.0],[6133; 0; 3867],{0.0: 6180; 1.0: 3820},(1e-06)
