IF extra_degree==False AND german_speaking<=0.25 THEN Class=reject ,[5590.0; 543.0],[5590; 0; 543],{0.0: 3772; 1.0: 2361},(0.18703354999999997)
IF nationality==0 AND degree!=False THEN Class=hire ,[1.0; 2405.0],[1; 0; 2405],{0.0: 2406},(0.07616735910449929)
IF degrees<=0.8 AND english_speaking>=0.1 AND experience>=1.0 AND extra_degree!=False AND potential<=0.783370327418719 THEN Class=hire ,[34.0; 880.0],[34; 0; 880],{1.0: 914},(0.1796946481201169)
IF experience<=8.0 AND dutch_speaking<=0.4285714285663265 AND german_speaking<=0.13953488372093023 AND english_speaking<=0.39999999999880004 THEN Class=reject ,[265.0; 9.0],[265; 0; 9],{1.0: 274},(0.08153163841996731)
IF experience<=19.0 AND degrees>=0.9 AND experiences>=0.2042553191489362 AND potential>=0.7824402001377295 AND german_speaking<=0.14634146341463414 THEN Class=reject ,[77.0; 5.0],[77; 0; 5],{1.0: 82},(0.08950878181647409)
IF experiences<=0.039361702127659576 AND experience<=27.0 AND extra_degrees<=0.1 AND dutch_speaking<=0.499999999975 AND german_speaking<=0.3333333333333333 THEN Class=reject ,[69.0; 2.0],[69; 0; 2],{1.0: 62; 0.0: 9},(0.1705271237082317)
IF language_french!=False AND french_speaking>=0.2682926829268293 AND potential<=0.8832974510927837 AND age>=27.0 AND experiences<=0.28510638297872337 THEN Class=hire ,[4.0; 57.0],[4; 0; 57],{1.0: 61},(0.08951388888888892)
IF dutch_speaking<=0.2972972972972973 AND potential<=0.8666349425270029 AND german_speaking<=0.14285714285714285 AND degrees<=0.9 THEN Class=hire ,[3.0; 22.0],[3; 0; 22],{1.0: 25},(0.12869864981327203)
IF experience<=27.0 AND experiences>=0.15851063829787235 AND language_dutch!=False THEN Class=reject ,[13.0; 0.0],[13; 0; 0],{1.0: 13},(0.13494809688581313)
IF age>=29.0 AND extra_degree!=False AND language_german==False THEN Class=hire ,[0.0; 10.0],[0; 0; 10],{1.0: 10},(0.20408163265306123)
IF experience<=35.0 AND potential<=0.7497085164556282 THEN Class=reject ,[8.0; 0.0],[8; 0; 0],{1.0: 7; 0.0: 1},(0.13223140495867766)
IF potential<=0.783224655236486 THEN Class=hire ,[0.0; 2.0],[0; 0; 2],{0.0: 1; 1.0: 1},(0.22222222222222224)
IF TRUE THEN Class=reject ,[6065.0; 3935.0],[6065; 0; 3935],{0.0: 6189; 1.0: 3811},(1e-06)
