IF extra_degree!=False AND french_speaking<=0.999999999925 THEN Class=hire ,[495.0; 3453.0],[495; 0; 3453],{0.0: 2450; 1.0: 1498},(0.1858008)
IF degree==False THEN Class=reject ,[3303.0; 0.0],[3303; 0; 0],{0.0: 1875; 1.0: 1428},(0.05293572143428468)
IF age>=43.0 AND nationality==0 AND potential<=0.8332853819055505 AND potential>=0.03271911474522553 AND experiences<=0.2829787234042553 THEN Class=hire ,[86.0; 444.0],[86; 0; 444],{0.0: 530},(0.1203448299133479)
IF degrees>=0.4 AND german_speaking<=0.14634146341463414 AND french_speaking>=0.22222222222253085 AND english_speaking<=0.4285714285688776 AND experience<=38.0 THEN Class=reject ,[1306.0; 17.0],[1306; 0; 17],{0.0: 807; 1.0: 516},(0.030761007245995595)
IF nationality!=0 THEN Class=reject ,[372.0; 0.0],[372; 0; 0],{1.0: 372},(0.05838448660714286)
IF german_speaking>=0.043478260869565216 AND age>=23.0 AND extra_degrees<=0.7 AND experience>=1.0 THEN Class=hire ,[40.0; 93.0],[40; 0; 93],{0.0: 133},(0.1164486335295146)
IF age<=35.0 AND english_speaking<=0.45454545454545453 AND dutch_speaking<=0.6666666666527777 AND german_speaking<=0.19047619047619047 THEN Class=reject ,[242.0; 2.0],[242; 0; 2],{0.0: 244},(0.04755332578933942)
IF dutch_speaking<=0.23076923076923078 AND english_speaking<=0.3333333333314816 AND experience<=35.0 THEN Class=reject ,[78.0; 1.0],[78; 0; 1],{0.0: 79},(0.10652968670461385)
IF age>=34.0 AND experiences<=0.08936170212765956 AND english_speaking>=0.25 AND language_german==False AND potential>=0.03342246125774177 THEN Class=hire ,[5.0; 25.0],[5; 0; 25],{0.0: 30},(0.17301038062283738)
IF french_speaking>=0.16666666666944444 THEN Class=reject ,[24.0; 0.0],[24; 0; 0],{0.0: 24},(0.08310249307479221)
IF language_english!=False AND age>=22.0 AND language_french!=False THEN Class=hire ,[0.0; 4.0],[0; 0; 4],{0.0: 4},(0.18367346938775508)
IF age>=37.0 THEN Class=hire ,[1.0; 1.0],[1; 0; 1],{0.0: 2},(0.08000000000000002)
IF age>=21.0 THEN Class=reject ,[8.0; 0.0],[8; 0; 0],{0.0: 8},(1e-06)
IF TRUE THEN Class=reject ,[5960.0; 4040.0],[5960; 0; 4040],{0.0: 6186; 1.0: 3814},(1e-06)
