IF extra_degree!=False THEN Class=hire ,[295.0; 3552.0],[295; 0; 3552],{0.0: 2347; 1.0: 1500},(0.2182468)
IF experience<=22.0 THEN Class=reject ,[4901.0; 0.0],[4901; 0; 0],{0.0: 2922; 1.0: 1979},(0.0010356210262025321)
IF degree==False THEN Class=reject ,[910.0; 0.0],[910; 0; 0],{0.0: 573; 1.0: 337},(0.004644326266472027)
IF german_speaking<=0.07894736842105263 THEN Class=reject ,[215.0; 0.0],[215; 0; 0],{0.0: 168; 1.0: 47},(0.014705379432987926)
IF married==False THEN Class=reject ,[60.0; 0.0],[60; 0; 0],{0.0: 47; 1.0: 13},(0.02976005952011904)
IF potential>=0.633620449460852 THEN Class=reject ,[29.0; 0.0],[29; 0; 0],{0.0: 19; 1.0: 10},(0.05168188906215193)
IF experiences>=0.1021276595744681 AND german_speaking>=0.0967741935483871 AND language_french!=False THEN Class=hire ,[0.0; 6.0],[0; 0; 6],{0.0: 6},(0.12465373961218836)
IF potential<=0.3328526465025621 THEN Class=reject ,[20.0; 0.0],[20; 0; 0],{0.0: 18; 1.0: 2},(0.0390625)
IF potential>=0.35014179215892133 AND german_speaking>=0.08333333333333333 THEN Class=reject ,[9.0; 0.0],[9; 0; 0],{0.0: 6; 1.0: 3},(0.12499999999999997)
IF experience<=28.0 THEN Class=hire ,[0.0; 2.0],[0; 0; 2],{0.0: 2},(0.22222222222222224)
IF TRUE THEN Class=reject ,[6440.0; 3560.0],[6440; 0; 3560],{0.0: 6108; 1.0: 3892},(1e-06)
