IF extra_degree!=False THEN Class=hire ,[276.0; 3472.0],[276; 0; 3472],{0.0: 2279; 1.0: 1469},(0.21658220000000003)
IF experience<=23.0 AND german_speaking<=0.17142857142857143 THEN Class=reject ,[4965.0; 0.0],[4965; 0; 0],{0.0: 3050; 1.0: 1915},(0.0016512950021060457)
IF degree==False THEN Class=reject ,[895.0; 0.0],[895; 0; 0],{0.0: 593; 1.0: 302},(0.00702440096379487)
IF german_speaking<=0.08571428571428572 THEN Class=reject ,[238.0; 1.0],[238; 0; 1],{0.0: 182; 1.0: 57},(0.017668419408579793)
IF married==False THEN Class=reject ,[91.0; 0.0],[91; 0; 0],{0.0: 64; 1.0: 27},(0.04664872484941692)
IF french_speaking>=0.3181818181818182 AND dutch_speaking<=0.2608695652173913 THEN Class=reject ,[25.0; 0.0],[25; 0; 0],{0.0: 21; 1.0: 4},(0.07804370447450573)
IF potential<=0.199338914665189 THEN Class=reject ,[12.0; 0.0],[12; 0; 0],{1.0: 6; 0.0: 6},(0.10518626734842952)
IF experiences<=0.14787234042553193 AND language_french!=False AND age<=60.0 THEN Class=hire ,[0.0; 11.0],[0; 0; 11],{0.0: 11},(0.2288)
IF dutch_speaking>=0.16 THEN Class=reject ,[13.0; 0.0],[13; 0; 0],{0.0: 9; 1.0: 4},(0.06632653061224487)
IF TRUE THEN Class=reject ,[6515.0; 3485.0],[6515; 0; 3485],{0.0: 6216; 1.0: 3784},(1e-06)
