IF potential<=0.40055396973560387 THEN Class=hire ,[4546.0; 4546.0],[0; 4546; 0],{0.0: 2787; 1.0: 1759},(0.0897835)
IF extra_degree!=False THEN Class=hire ,[1943.0; 2098.0],[1; 1942; 156],{0.0: 1312; 1.0: 787},(0.13918022104129496)
IF experiences<=0.07553191489361702 THEN Class=hire ,[81.0; 81.0],[0; 81; 0],{0.0: 50; 1.0: 31},(2.4143070044709386e-08)
IF age>=18.0 AND experiences<=0.07765957446808511 THEN Class=hire ,[11.0; 11.0],[0; 11; 0],{0.0: 6; 1.0: 5},(3.3598045204642636e-09)
IF english_speaking>=0.4444444444422839 THEN Class=hire ,[8.0; 8.0],[0; 8; 0],{0.0: 4; 1.0: 4},(0.001483211170969485)
IF french_speaking<=0.16 THEN Class=hire ,[6.0; 6.0],[0; 6; 0],{1.0: 3; 0.0: 3},(0.001117883157425301)
IF english_speaking<=0.17857142857142858 THEN Class=hire ,[2.0; 2.0],[0; 2; 0],{1.0: 1; 0.0: 1},(0.0003740052696092014)
IF age>=18.0 AND potential>=0.4006490114241279 AND potential>=0.40066818296062473 AND potential<=0.4332795051328399 THEN Class=hire ,[83.0; 83.0],[0; 83; 0],{0.0: 50; 1.0: 33},(2.5562057283646442e-08)
IF age<=64.0 AND german_speaking>=0.21052631578947367 THEN Class=hire ,[2.0; 2.0],[0; 2; 0],{0.0: 2},(0.0003943702941275187)
IF age>=18.0 THEN Class=reject ,[3162.0; 1188.0],[1974; 1188; 0],{0.0: 1957; 1.0: 1205},(1e-06)
IF TRUE THEN Class=reject ,[9844.0; 8025.0],[1975; 7869; 156],{0.0: 6172; 1.0: 3828},(1e-06)
