IF extra_degree==False THEN Class=reject ,[6144.0; 0.0],[6144; 0; 0],{0.0: 3737; 1.0: 2407},(0.23304191999999996)
IF potential>=0.03251030041272694 AND experience>=2.0 AND potential<=0.9499395681358813 THEN Class=hire ,[0.0; 3196.0],[0; 0; 3196],{0.0: 1971; 1.0: 1225},(0.013541702536113403)
IF language_english!=False AND potential<=0.9000543157210007 AND experiences<=0.2531914893617021 THEN Class=hire ,[3.0; 457.0],[3; 0; 457],{0.0: 275; 1.0: 185},(0.0619834710743802)
IF experiences>=0.010638297872340424 AND experiences<=0.2563829787234042 THEN Class=hire ,[12.0; 110.0],[12; 0; 110],{0.0: 81; 1.0: 41},(0.12300000000000003)
IF experience<=8.0 AND german_speaking<=0.0975609756097561 AND potential<=0.9507049245992827 AND experiences<=0.3042553191489362 AND dutch_speaking<=0.36585365853658536 THEN Class=reject ,[36.0; 1.0],[36; 0; 1],{1.0: 19; 0.0: 18},(0.16962524654832348)
IF dutch_speaking>=0.21052631578947367 THEN Class=hire ,[0.0; 15.0],[0; 0; 15],{0.0: 9; 1.0: 6},(0.10707911957168353)
IF language_french!=False AND experience>=17.0 AND language_german==False THEN Class=hire ,[0.0; 9.0],[0; 0; 9],{1.0: 6; 0.0: 3},(0.15976331360946747)
IF gender!=0 AND age>=25.0 THEN Class=reject ,[9.0; 0.0],[9; 0; 0],{0.0: 7; 1.0: 2},(0.1557093425605536)
IF married==False THEN Class=hire ,[0.0; 4.0],[0; 0; 4],{0.0: 4},(0.1875)
IF age<=54.0 THEN Class=reject ,[2.0; 0.0],[2; 0; 0],{0.0: 2},(0.125)
IF age<=58.0 THEN Class=hire ,[1.0; 1.0],[1; 0; 1],{0.0: 2},(1e-06)
IF TRUE THEN Class=reject ,[6207.0; 3793.0],[6207; 0; 3793],{0.0: 6109; 1.0: 3891},(1e-06)
