IF extra_degree==False THEN Class=reject ,[6126.0; 0.0],[6126; 0; 0],{0.0: 3791; 1.0: 2335},(0.23205288000000002)
IF potential>=0.03218381421668833 AND potential<=0.8501027876936395 AND experiences<=0.24893617021276598 AND potential<=0.8342746319012688 THEN Class=hire ,[0.0; 3126.0],[0; 0; 3126],{0.0: 1921; 1.0: 1205},(0.017912994483696463)
IF dutch_speaking>=0.14705882352941177 AND experience>=2.0 AND experiences<=0.30319148936170215 THEN Class=hire ,[2.0; 431.0],[2; 0; 431],{0.0: 268; 1.0: 165},(0.063881580828734)
IF language_english!=False AND potential<=0.9001506902995168 AND dutch_speaking<=0.2894736842105263 THEN Class=hire ,[10.0; 187.0],[10; 0; 187],{0.0: 128; 1.0: 69},(0.13502645502645502)
IF experience<=14.0 AND english_speaking<=0.28846153846153844 AND dutch_speaking<=0.35135135135135137 AND german_speaking<=0.13953488372093023 THEN Class=reject ,[51.0; 5.0],[51; 0; 5],{0.0: 34; 1.0: 22},(0.13458776213731685)
IF language_dutch!=False AND experience<=23.0 AND french_speaking<=0.3902439024390244 AND german_speaking<=0.14285714285714285 AND experiences<=0.2606382978723404 THEN Class=reject ,[15.0; 3.0],[15; 0; 3],{0.0: 11; 1.0: 7},(0.13423517169614987)
IF experiences<=0.27234042553191484 AND experience<=31.0 AND french_speaking<=0.375 THEN Class=hire ,[0.0; 27.0],[0; 0; 27],{1.0: 14; 0.0: 13},(0.11157024793388427)
IF english_speaking<=0.35714285714285715 AND language_english==False THEN Class=reject ,[7.0; 1.0],[7; 0; 1],{0.0: 5; 1.0: 3},(0.1903114186851211)
IF age>=29.0 THEN Class=hire ,[0.0; 8.0],[0; 0; 8],{0.0: 5; 1.0: 3},(0.09876543209876547)
IF TRUE THEN Class=reject ,[6212.0; 3788.0],[6212; 0; 3788],{0.0: 6177; 1.0: 3823},(1e-06)
