IF extra_degree!=False AND potential>=0.04851635330190009 THEN Class=hire ,[7.0; 2778.0],[7; 0; 2778],{0.0: 1885; 1.0: 900},(0.19380440000000002)
IF extra_degree==False AND experience<=27.0 AND potential<=0.8672666855197321 AND experiences<=0.27553191489361695 THEN Class=reject ,[5260.0; 9.0],[5260; 0; 9],{0.0: 3013; 1.0: 2256},(0.022842359391216)
IF degree==False THEN Class=reject ,[792.0; 0.0],[792; 0; 0],{0.0: 483; 1.0: 309},(0.04789332533386005)
IF language_dutch==False AND experience<=35.0 AND experiences<=0.27234042553191495 AND english_speaking<=0.39999999999880004 AND dutch_speaking<=0.3333333333324074 THEN Class=reject ,[456.0; 8.0],[456; 0; 8],{0.0: 316; 1.0: 148},(0.07285637478261128)
IF language_french!=False AND language_german==False AND language_english!=False AND experience>=1.0 AND experiences<=0.27553191489361706 THEN Class=hire ,[31.0; 161.0],[31; 0; 161],{0.0: 131; 1.0: 61},(0.1442091997479521)
IF experience<=14.0 THEN Class=reject ,[292.0; 2.0],[292; 0; 2],{0.0: 179; 1.0: 115},(0.06711182077708427)
IF german_speaking<=0.05 AND language_german==False AND english_speaking<=0.399999999994 AND potential<=0.9162661127492481 THEN Class=reject ,[90.0; 1.0],[90; 0; 1],{0.0: 75; 1.0: 16},(0.12192425990003847)
IF dutch_speaking>=0.1875 AND dutch_speaking<=0.30434782608695654 AND experience>=20.0 AND language_german==False AND english_speaking>=0.2727272727272727 THEN Class=hire ,[4.0; 36.0],[4; 0; 36],{0.0: 29; 1.0: 11},(0.14002662698723473)
IF gender!=0 AND experience<=38.0 AND dutch_speaking<=0.3888888888888889 THEN Class=reject ,[29.0; 1.0],[29; 0; 1],{0.0: 23; 1.0: 7},(0.10452242446988179)
IF language_french!=False AND english_speaking<=0.3181818181818182 AND nationality==0 AND french_speaking<=0.34210526315789475 THEN Class=hire ,[1.0; 17.0],[1; 0; 17],{0.0: 18},(0.20064899945916712)
IF german_speaking<=0.11428571428571428 AND age>=45.0 THEN Class=reject ,[17.0; 0.0],[17; 0; 0],{0.0: 11; 1.0: 6},(0.0816)
IF language_english==False THEN Class=reject ,[5.0; 0.0],[5; 0; 0],{0.0: 3; 1.0: 2},(0.234375)
IF age>=43.0 THEN Class=hire ,[0.0; 3.0],[0; 0; 3],{1.0: 2; 0.0: 1},(1e-06)
IF TRUE THEN Class=reject ,[6984.0; 3016.0],[6984; 0; 3016],{0.0: 6167; 1.0: 3833},(1e-06)
