IF extra_degree!=False AND potential>=0.04825504716264169 THEN Class=hire ,[1.0; 2837.0],[1; 0; 2837],{0.0: 1889; 1.0: 949},(0.19628959999999998)
IF extra_degree==False AND experience<=26.0 AND potential<=0.916625100914682 AND experiences<=0.2702127659574468 THEN Class=reject ,[5346.0; 9.0],[5346; 0; 9],{0.0: 3069; 1.0: 2286},(0.024112003678229504)
IF degree==False THEN Class=reject ,[709.0; 0.0],[709; 0; 0],{0.0: 448; 1.0: 261},(0.05080960135046361)
IF language_dutch==False AND experience<=34.0 AND german_speaking<=0.12195121951219512 AND potential<=0.9337946900511593 AND french_speaking<=0.3999999999985 THEN Class=reject ,[415.0; 5.0],[415; 0; 5],{0.0: 295; 1.0: 125},(0.0769655707844367)
IF language_french!=False AND experience>=2.0 AND language_german==False AND experiences<=0.29148936170212764 AND german_speaking<=0.14705882352941177 THEN Class=hire ,[69.0; 186.0],[69; 0; 186],{0.0: 186; 1.0: 69},(0.14730336492024954)
IF german_speaking<=0.047619047619047616 AND language_french==False AND experiences<=0.19361702127659575 THEN Class=reject ,[251.0; 0.0],[251; 0; 0],{0.0: 172; 1.0: 79},(0.06032001520156041)
IF experience<=9.0 THEN Class=reject ,[69.0; 0.0],[69; 0; 0],{0.0: 44; 1.0: 25},(0.1002906976744186)
IF extra_degrees<=0.75 AND experience>=20.0 AND experience<=38.0 AND english_speaking<=0.375 AND german_speaking<=0.19230769230769232 THEN Class=reject ,[42.0; 4.0],[42; 0; 4],{0.0: 38; 1.0: 8},(0.14761051937034594)
IF experience<=16.0 THEN Class=reject ,[18.0; 14.0],[18; 0; 14],{0.0: 21; 1.0: 11},(0.13850415512465375)
IF age>=48.0 THEN Class=hire ,[0.0; 25.0],[0; 0; 25],{0.0: 21; 1.0: 4},(1e-06)
IF TRUE THEN Class=reject ,[6920.0; 3080.0],[6920; 0; 3080],{0.0: 6183; 1.0: 3817},(1e-06)
