IF extra_degree!=False THEN Class=hire ,[703.0; 3268.0],[312; 391; 2877],{0.0: 2403; 1.0: 1177},(0.2032542)
IF potential<=0.733693041991523 AND experience<=38.0 AND german_speaking<=0.2857142857142857 THEN Class=reject ,[5208.0; 114.0],[5095; 113; 1],{0.0: 3074; 1.0: 2135},(0.006163323337312284)
IF experience<=19.0 AND potential<=0.9493025591295222 THEN Class=reject ,[796.0; 6.0],[794; 2; 4],{0.0: 434; 1.0: 366},(0.02342687216889498)
IF degree==False THEN Class=reject ,[298.0; 0.0],[298; 0; 0],{0.0: 193; 1.0: 105},(0.07938622196174541)
IF experience>=28.0 AND german_speaking>=3.5714285713775518e-12 AND age>=52.0 THEN Class=hire ,[15.0; 40.0],[1; 14; 26],{0.0: 33; 1.0: 8},(0.15169551256950428)
IF potential<=0.8503286022673515 AND experiences<=0.23085106382978723 AND german_speaking<=0.12195121951219512 THEN Class=reject ,[32.0; 2.0],[30; 2; 0],{0.0: 17; 1.0: 15},(0.11728395061728392)
IF experience>=13.0 AND experiences<=0.27872340425531916 AND potential>=0.8328730002496447 THEN Class=hire ,[3.0; 18.0],[1; 2; 16],{0.0: 15; 1.0: 4},(0.20062499999999994)
IF german_speaking<=0.12195121951219512 AND french_speaking>=0.28888888888888886 THEN Class=reject ,[15.0; 0.0],[15; 0; 0],{0.0: 9; 1.0: 6},(0.10204081632653064)
IF age>=43.0 AND language_english!=False THEN Class=hire ,[0.0; 3.0],[0; 0; 3],{0.0: 3},(0.25)
IF age>=21.0 THEN Class=reject ,[3.0; 0.0],[3; 0; 0],{0.0: 2; 1.0: 1},(1e-06)
IF TRUE THEN Class=reject ,[7073.0; 3451.0],[6549; 524; 2927],{0.0: 6183; 1.0: 3817},(1e-06)
