IF extra_degree!=False AND experiences<=0.3659574468085106 THEN Class=hire ,[309.0; 3598.0],[309; 0; 3598],{0.0: 2412; 1.0: 1495},(0.21887451)
IF experience<=19.0 AND extra_degree==False THEN Class=reject ,[4426.0; 0.0],[4426; 0; 0],{0.0: 2616; 1.0: 1810},(0.0010729798415063747)
IF german_speaking<=0.10869565217391304 AND age>=38.0 THEN Class=reject ,[1374.0; 1.0],[1374; 0; 1],{0.0: 940; 1.0: 435},(0.0038533385104622853)
IF degree==False THEN Class=reject ,[196.0; 0.0],[196; 0; 0],{0.0: 128; 1.0: 68},(0.018389941827735033)
IF french_speaking>=0.23529411764705882 AND age>=44.0 AND english_speaking>=0.2777777777777778 AND dutch_speaking<=0.23529411764705882 THEN Class=reject ,[53.0; 0.0],[53; 0; 0],{0.0: 42; 1.0: 11},(0.04600694444444447)
IF dutch_speaking>=0.24390243902439024 AND french_speaking>=0.21428571428571427 AND experience<=34.0 THEN Class=reject ,[24.0; 0.0],[24; 0; 0],{0.0: 20; 1.0: 4},(0.10383991346673878)
IF potential>=0.2993963734715076 AND potential<=0.6002053584083171 AND married!=False THEN Class=hire ,[0.0; 6.0],[0; 0; 6],{0.0: 6},(0.18282548476454294)
IF german_speaking<=0.21428571428571427 AND age>=42.0 THEN Class=reject ,[8.0; 0.0],[8; 0; 0],{0.0: 8},(0.09467455621301776)
IF age>=36.0 AND experience<=24.0 THEN Class=hire ,[0.0; 2.0],[0; 0; 2],{0.0: 1; 1.0: 1},(0.24)
IF age>=25.0 THEN Class=reject ,[3.0; 0.0],[3; 0; 0],{1.0: 2; 0.0: 1},(1e-06)
IF TRUE THEN Class=reject ,[6393.0; 3607.0],[6393; 0; 3607],{0.0: 6174; 1.0: 3826},(1e-06)
