IF extra_degree==False THEN Class=reject ,[6227.0; 6.0],[6227; 0; 6],{0.0: 3851; 1.0: 2382},(0.21668237999999998)
IF english_speaking>=0.12500000000312503 AND german_speaking>=1.351351351344047e-12 AND experiences<=0.31489361702127655 THEN Class=hire ,[4.0; 3262.0],[4; 0; 3262],{0.0: 2007; 1.0: 1259},(0.06499332043202218)
IF nationality==0 AND language_english!=False THEN Class=hire ,[52.0; 179.0],[52; 0; 179],{0.0: 231},(0.15665674638746457)
IF nationality!=0 AND experiences<=0.002127659574468085 THEN Class=reject ,[172.0; 0.0],[172; 0; 0],{1.0: 172},(0.09201646090534983)
IF potential<=0.0 AND age>=30.0 AND experience<=21.0 THEN Class=reject ,[34.0; 7.0],[34; 0; 7],{0.0: 41},(0.09506455643481881)
IF experience>=2.0 AND age<=53.0 THEN Class=hire ,[3.0; 27.0],[3; 0; 27],{0.0: 17; 1.0: 13},(0.17820867959372116)
IF experience<=25.0 AND french_speaking<=0.4324324324314463 THEN Class=reject ,[18.0; 1.0],[18; 0; 1],{0.0: 15; 1.0: 4},(0.09327846364883402)
IF gender==0 AND married==False THEN Class=reject ,[4.0; 0.0],[4; 0; 0],{0.0: 2; 1.0: 2},(0.25)
IF age>=21.0 THEN Class=hire ,[0.0; 4.0],[0; 0; 4],{0.0: 2; 1.0: 2},(1e-06)
IF TRUE THEN Class=reject ,[6514.0; 3486.0],[6514; 0; 3486],{0.0: 6166; 1.0: 3834},(1e-06)
