IF extra_degree==False THEN Class=reject ,[6247.0; 5.0],[6247; 0; 5],{0.0: 3830; 1.0: 2422},(0.22025812)
IF potential>=0.03352272551028568 AND french_speaking<=0.749999999975 AND potential<=0.9496699078870285 AND dutch_speaking<=0.6666666666527777 THEN Class=hire ,[7.0; 3284.0],[7; 0; 3284],{0.0: 2018; 1.0: 1273},(0.05014171912675729)
IF nationality!=0 AND english_speaking<=0.3023255813953488 AND dutch_speaking<=0.499999999975 AND french_speaking<=0.99999999985 THEN Class=reject ,[138.0; 0.0],[138; 0; 0],{1.0: 138},(0.15990500313623718)
IF language_dutch!=False AND language_french!=False THEN Class=hire ,[1.0; 102.0],[1; 0; 102],{0.0: 98; 1.0: 5},(0.07480272402983464)
IF gender==0 AND potential<=0.0 AND age>=30.0 THEN Class=reject ,[45.0; 13.0],[45; 0; 13],{0.0: 58},(0.11385459533607682)
IF language_german==False AND age<=56.0 AND experience>=1.0 AND experiences<=0.26063829787234044 THEN Class=hire ,[6.0; 93.0],[6; 0; 93],{0.0: 91; 1.0: 8},(0.08496234577792026)
IF potential<=0.0 AND experience<=31.0 THEN Class=reject ,[23.0; 14.0],[23; 0; 14],{0.0: 37},(0.12410226946279804)
IF nationality==0 THEN Class=hire ,[0.0; 16.0],[0; 0; 16],{0.0: 16},(0.06611570247933887)
IF age>=33.0 AND potential>=0.050588544442388826 THEN Class=hire ,[0.0; 4.0],[0; 0; 4],{1.0: 4},(0.22222222222222224)
IF age>=28.0 THEN Class=reject ,[2.0; 0.0],[2; 0; 0],{1.0: 2},(1e-06)
IF TRUE THEN Class=reject ,[6469.0; 3531.0],[6469; 0; 3531],{0.0: 6148; 1.0: 3852},(1e-06)
