IF extra_degree!=False THEN Class=hire ,[300.0; 3555.0],[300; 0; 3555],{0.0: 2338; 1.0: 1517},(0.21814635)
IF experience<=26.0 AND german_speaking<=0.1590909090909091 THEN Class=reject ,[5003.0; 0.0],[5003; 0; 0],{0.0: 3023; 1.0: 1980},(0.0010599288552151764)
IF degree==False THEN Class=reject ,[799.0; 0.0],[799; 0; 0],{0.0: 504; 1.0: 295},(0.004901224079180245)
IF married==False AND age<=62.0 THEN Class=reject ,[177.0; 0.0],[177; 0; 0],{0.0: 131; 1.0: 46},(0.012035801409276752)
IF german_speaking<=0.08823529411764706 THEN Class=reject ,[87.0; 0.0],[87; 0; 0],{0.0: 65; 1.0: 22},(0.025257657134562368)
IF german_speaking>=0.16279069767441862 AND french_speaking>=0.23529411764705882 THEN Class=reject ,[41.0; 0.0],[41; 0; 0],{0.0: 32; 1.0: 9},(0.052555680179458414)
IF german_speaking<=0.12121212121212122 AND experience>=28.0 AND dutch_speaking<=0.325 THEN Class=reject ,[18.0; 0.0],[18; 0; 0],{0.0: 10; 1.0: 8},(0.09972299168975068)
IF potential<=0.5499886047892865 AND experience>=22.0 AND experience<=31.0 AND nationality==0 AND dutch_speaking>=0.2 THEN Class=hire ,[0.0; 8.0],[0; 0; 8],{0.0: 8},(0.24)
IF age>=32.0 THEN Class=reject ,[12.0; 0.0],[12; 0; 0],{0.0: 9; 1.0: 3},(1e-06)
IF TRUE THEN Class=reject ,[6437.0; 3563.0],[6437; 0; 3563],{0.0: 6120; 1.0: 3880},(1e-06)
