IF extra_degree==False THEN Class=reject ,[6146.0; 0.0],[6146; 0; 0],{0.0: 3711; 1.0: 2435},(0.23115106000000002)
IF potential>=0.03236081742306276 AND potential<=0.8828057648534571 AND experiences<=0.2521276595744681 THEN Class=hire ,[2.0; 3198.0],[2; 0; 3198],{0.0: 1981; 1.0: 1219},(0.019516988664349404)
IF language_english!=False AND experience>=2.0 AND experiences<=0.3425531914893617 THEN Class=hire ,[2.0; 404.0],[2; 0; 404],{0.0: 228; 1.0: 178},(0.08332164333342687)
IF german_speaking>=0.025 AND experience>=1.0 AND experiences<=0.32553191489361705 AND dutch_speaking>=0.15 THEN Class=hire ,[8.0; 106.0],[8; 0; 106],{0.0: 71; 1.0: 43},(0.13270681581685745)
IF experience<=15.0 AND language_english==False AND french_speaking<=0.42857142857142855 THEN Class=reject ,[45.0; 6.0],[45; 0; 6],{0.0: 28; 1.0: 23},(0.10575852082869236)
IF potential<=0.883410868979132 AND language_french!=False AND french_speaking<=0.3488372093023256 THEN Class=hire ,[2.0; 33.0],[2; 0; 33],{0.0: 24; 1.0: 11},(0.1588038902598345)
IF experiences>=0.2021276595744681 AND dutch_speaking<=0.2926829268292683 AND experience<=5.0 AND language_dutch!=False THEN Class=reject ,[18.0; 0.0],[18; 0; 0],{1.0: 9; 0.0: 9},(0.10937499999999999)
IF age>=27.0 AND potential<=0.9002814669580481 AND age<=59.0 THEN Class=reject ,[11.0; 1.0],[11; 0; 1],{0.0: 9; 1.0: 3},(0.15333333333333332)
IF potential>=0.91576981110678 AND age<=28.0 AND age>=22.0 THEN Class=reject ,[5.0; 0.0],[5; 0; 0],{1.0: 3; 0.0: 2},(0.2006172839506173)
IF age>=20.0 THEN Class=hire ,[0.0; 13.0],[0; 0; 13],{0.0: 9; 1.0: 4},(1e-06)
IF TRUE THEN Class=reject ,[6239.0; 3761.0],[6239; 0; 3761],{0.0: 6072; 1.0: 3928},(1e-06)
