IF extra_degree==False THEN Class=reject ,[6068.0; 0.0],[6068; 0; 0],{0.0: 3745; 1.0: 2323},(0.23398208000000004)
IF german_speaking>=1.1904761904705215e-12 AND experience>=2.0 AND potential<=0.9497615195365418 THEN Class=hire ,[2.0; 3243.0],[2; 0; 3243],{0.0: 1961; 1.0: 1284},(0.01544284370410922)
IF language_english!=False AND experiences<=0.24468085106382978 AND potential<=0.8835708020547489 THEN Class=hire ,[3.0; 445.0],[3; 0; 445],{0.0: 267; 1.0: 181},(0.06587508925374333)
IF german_speaking>=1.2820512820447076e-12 AND experiences<=0.2670212765957447 AND dutch_speaking<=0.37209302325581395 THEN Class=hire ,[13.0; 135.0],[13; 0; 135],{0.0: 79; 1.0: 69},(0.12956705940022062)
IF experience<=13.0 AND dutch_speaking<=0.3870967741935484 AND french_speaking<=0.3409090909090909 AND potential<=0.9509327142127917 THEN Class=reject ,[48.0; 3.0],[48; 0; 3],{0.0: 30; 1.0: 21},(0.17026929114841205)
IF age<=47.0 AND french_speaking<=0.36363636363636365 THEN Class=hire ,[0.0; 19.0],[0; 0; 19],{0.0: 11; 1.0: 8},(0.11875)
IF potential<=0.9335660703701597 AND gender!=0 THEN Class=reject ,[8.0; 2.0],[8; 0; 2],{0.0: 8; 1.0: 2},(0.1541950113378685)
IF experience<=5.0 AND nationality==0 THEN Class=reject ,[2.0; 0.0],[2; 0; 0],{0.0: 2},(0.1487603305785124)
IF age>=26.0 THEN Class=hire ,[0.0; 9.0],[0; 0; 9],{0.0: 5; 1.0: 4},(1e-06)
IF TRUE THEN Class=reject ,[6144.0; 3856.0],[6144; 0; 3856],{0.0: 6108; 1.0: 3892},(1e-06)
