IF extra_degree==False THEN Class=reject ,[6158.0; 0.0],[6158; 0; 0],{0.0: 3753; 1.0: 2405},(0.23160238)
IF german_speaking>=1.351351351344047e-12 AND potential<=0.8500698265214544 THEN Class=hire ,[1.0; 3176.0],[1; 0; 3176],{0.0: 1974; 1.0: 1203},(0.017173336375591743)
IF language_english!=False AND experience>=1.0 THEN Class=hire ,[8.0; 448.0],[8; 0; 448],{0.0: 279; 1.0: 177},(0.07046186895810952)
IF english_speaking>=0.2727272727272727 AND experience>=2.0 AND experiences<=0.275531914893617 AND dutch_speaking<=0.3488372093023256 THEN Class=hire ,[0.0; 93.0],[0; 0; 93],{1.0: 48; 0.0: 45},(0.15329319383713744)
IF language_english==False AND experience<=17.0 AND potential<=0.933378718256766 THEN Class=reject ,[60.0; 8.0],[60; 0; 8],{0.0: 34; 1.0: 34},(0.1533888228299643)
IF language_french!=False AND experiences<=0.23297872340425535 AND english_speaking<=0.38461538461538464 THEN Class=hire ,[1.0; 30.0],[1; 0; 30],{0.0: 19; 1.0: 12},(0.14062500000000003)
IF gender!=0 AND dutch_speaking<=0.2631578947368421 THEN Class=reject ,[8.0; 0.0],[8; 0; 0],{0.0: 5; 1.0: 3},(0.16608996539792387)
IF experiences>=0.2627659574468085 AND age<=31.0 THEN Class=reject ,[3.0; 0.0],[3; 0; 0],{1.0: 3},(0.22222222222222224)
IF age>=20.0 THEN Class=hire ,[0.0; 6.0],[0; 0; 6],{0.0: 4; 1.0: 2},(1e-06)
IF TRUE THEN Class=reject ,[6239.0; 3761.0],[6239; 0; 3761],{0.0: 6113; 1.0: 3887},(1e-06)
