IF extra_degree==False THEN Class=reject ,[6202.0; 0.0],[6202; 0; 0],{0.0: 3778; 1.0: 2424},(0.22966005999999997)
IF potential>=0.03266141270822673 AND potential<=0.8500777858725984 THEN Class=hire ,[1.0; 3145.0],[1; 0; 3145],{0.0: 1988; 1.0: 1158},(0.02045587586493377)
IF language_english!=False AND experience>=2.0 AND french_speaking<=0.4722222222222222 AND potential<=0.9505148665677015 THEN Class=hire ,[6.0; 408.0],[6; 0; 408],{0.0: 254; 1.0: 160},(0.08234220331965825)
IF potential>=0.8501902842275356 AND experience>=3.0 AND german_speaking<=0.13953488372093023 THEN Class=hire ,[2.0; 91.0],[2; 0; 91],{0.0: 62; 1.0: 31},(0.13607796059600313)
IF language_english==False AND english_speaking<=0.32653061224489793 AND experience<=14.0 AND age>=22.0 AND dutch_speaking<=0.325 THEN Class=reject ,[52.0; 6.0],[52; 0; 6],{0.0: 33; 1.0: 25},(0.12137931034482762)
IF age<=31.0 AND french_speaking<=0.34782608695652173 AND potential<=0.9337394085389439 THEN Class=hire ,[1.0; 28.0],[1; 0; 28],{0.0: 19; 1.0: 10},(0.11877394636015326)
IF dutch_speaking<=0.24444444444444444 AND experience<=24.0 AND experiences<=0.28829787234042553 AND french_speaking<=0.40476190476190477 THEN Class=hire ,[11.0; 22.0],[11; 0; 22],{0.0: 25; 1.0: 8},(0.1340665873959572)
IF age>=21.0 AND age<=63.0 THEN Class=reject ,[20.0; 0.0],[20; 0; 0],{0.0: 14; 1.0: 6},(0.096)
IF language_english==False AND experience<=0.0 THEN Class=reject ,[2.0; 0.0],[2; 0; 0],{1.0: 1; 0.0: 1},(0.24)
IF age>=20.0 THEN Class=hire ,[0.0; 3.0],[0; 0; 3],{0.0: 2; 1.0: 1},(1e-06)
IF TRUE THEN Class=reject ,[6297.0; 3703.0],[6297; 0; 3703],{0.0: 6176; 1.0: 3824},(1e-06)
