IF degree!=False AND potential<=0.7828852263615127 AND experiences<=0.2670212765957447 AND extra_degrees<=0.75 THEN Class=hire ,[4664.0; 4919.0],[181; 4483; 436],{0.0: 3354; 1.0: 1746},(0.125669)
IF extra_degree==False AND experiences<=0.3542553191489361 THEN Class=reject ,[4207.0; 1615.0],[2592; 1615; 0],{0.0: 2263; 1.0: 1944},(0.08270320699708458)
IF experiences<=0.2851063829787234 AND age>=22.0 AND potential<=0.9338623975877347 AND english_speaking>=0.2553191489361702 THEN Class=hire ,[167.0; 504.0],[9; 158; 346],{0.0: 345; 1.0: 168},(0.03614999718895822)
IF age>=35.0 AND experiences<=0.3446808510638298 AND experience>=4.0 THEN Class=hire ,[14.0; 80.0],[5; 9; 71],{0.0: 71; 1.0: 14},(0.06929012345679014)
IF potential<=0.866300428102061 AND french_speaking>=0.2926829268292683 AND french_speaking<=0.4482758620675981 AND dutch_speaking<=0.3 AND age>=21.0 THEN Class=hire ,[7.0; 27.0],[0; 7; 20],{0.0: 20; 1.0: 7},(0.09573407202216068)
IF language_german==False AND english_speaking<=0.3333333333333333 AND dutch_speaking<=0.2826086956521739 AND dutch_speaking>=0.16666666666666666 THEN Class=reject ,[20.0; 3.0],[19; 1; 2],{1.0: 18; 0.0: 4},(0.1371107266435986)
IF degrees>=0.95 AND german_speaking>=1.351351351344047e-12 AND extra_degree!=False AND dutch_speaking<=0.2894736842105263 THEN Class=hire ,[0.0; 18.0],[0; 0; 18],{0.0: 18},(0.11058601134215502)
IF experiences<=0.2989361702127659 AND english_speaking<=0.41666666666574076 AND age<=33.0 AND married==False AND dutch_speaking>=0.1951219512195122 THEN Class=hire ,[1.0; 10.0],[1; 0; 10],{0.0: 10; 1.0: 1},(0.14668367346938774)
IF age>=31.0 AND language_dutch!=False AND language_english!=False THEN Class=hire ,[0.0; 3.0],[0; 0; 3],{0.0: 3},(0.1245674740484429)
IF potential>=0.9003293923355798 THEN Class=reject ,[7.0; 0.0],[7; 0; 0],{1.0: 6; 0.0: 1},(0.07142857142857145)
IF language_dutch==False AND age<=30.0 THEN Class=hire ,[1.0; 2.0],[1; 0; 2],{0.0: 2; 1.0: 1},(0.16326530612244897)
IF age>=20.0 THEN Class=reject ,[4.0; 0.0],[4; 0; 0],{1.0: 4},(1e-06)
IF TRUE THEN Class=reject ,[9092.0; 7181.0],[2819; 6273; 908],{0.0: 6091; 1.0: 3909},(1e-06)
