IF extra_degree==False THEN Class=reject ,[6223.0; 256.0],[6223; 0; 256],{0.0: 3792; 1.0: 2687},(0.18840137000000007)
IF german_speaking>=0.02702702702702703 AND degrees<=0.8 AND age>=25.0 AND dutch_speaking<=0.39285714285714285 AND potential<=0.799342701011496 THEN Class=hire ,[66.0; 1554.0],[66; 0; 1554],{0.0: 1077; 1.0: 543},(0.04319391396982654)
IF age>=40.0 AND experience>=13.0 AND potential<=0.9339878686166531 THEN Class=hire ,[55.0; 548.0],[55; 0; 548],{0.0: 465; 1.0: 138},(0.039146870566475554)
IF potential>=0.1998573700423619 AND english_speaking>=0.31249999999921874 AND potential<=0.9327610637784425 AND dutch_speaking>=0.125 AND experiences<=0.30638297872340425 THEN Class=hire ,[78.0; 418.0],[78; 0; 418],{0.0: 348; 1.0: 148},(0.043829430604390776)
IF german_speaking<=1.2499999999375001e-11 AND language_english!=False AND language_french!=False AND english_speaking<=0.49999999999166667 AND dutch_speaking<=0.46153846153520717 THEN Class=hire ,[58.0; 182.0],[58; 0; 182],{0.0: 163; 1.0: 77},(0.030292100173506382)
IF dutch_speaking<=0.275 AND english_speaking<=0.3749999999968751 AND experiences<=0.3382978723404256 AND age<=53.0 AND potential<=0.9333394169649292 THEN Class=hire ,[50.0; 135.0],[50; 0; 135],{0.0: 127; 1.0: 58},(0.03813591519864237)
IF dutch_speaking>=0.38461538461538464 AND experience<=11.0 AND english_speaking>=2.49999999975e-11 AND age>=22.0 THEN Class=hire ,[21.0; 61.0],[21; 0; 61],{0.0: 55; 1.0: 27},(0.040646173546566855)
IF dutch_speaking<=0.3333333333319445 AND experience<=8.0 AND english_speaking>=0.2916666666666667 AND german_speaking>=8.333333333055556e-12 AND experiences>=0.009574468085106383 THEN Class=hire ,[50.0; 83.0],[50; 0; 83],{0.0: 83; 1.0: 50},(0.0536397586900316)
IF experiences>=0.007446808510638297 AND age<=49.0 AND german_speaking>=8.333333333055556e-12 AND potential<=0.9500665984098395 AND experiences<=0.3968085106382979 THEN Class=reject ,[62.0; 21.0],[62; 0; 21],{1.0: 66; 0.0: 17},(0.07910379515317788)
IF german_speaking<=7.1428571426530615e-12 AND experience>=1.0 AND experience<=10.0 AND english_speaking<=0.44444444444012354 AND age>=29.0 THEN Class=reject ,[17.0; 6.0],[17; 0; 6],{1.0: 16; 0.0: 7},(0.08988944079474441)
IF english_speaking>=0.23529411764723182 AND potential>=0.05066977238373725 AND age>=32.0 AND german_speaking>=2.7777777777469136e-12 AND language_german==False THEN Class=hire ,[1.0; 19.0],[1; 0; 19],{0.0: 19; 1.0: 1},(0.09056122448979592)
IF experiences>=0.002127659574468085 AND age>=25.0 AND potential<=0.9347350158018622 AND french_speaking<=0.4999999999950001 THEN Class=reject ,[14.0; 5.0],[14; 0; 5],{1.0: 14; 0.0: 5},(0.15432098765432098)
IF age<=36.0 THEN Class=hire ,[0.0; 11.0],[0; 0; 11],{0.0: 11},(0.07612456747404846)
IF age<=40.0 AND language_dutch!=False THEN Class=reject ,[2.0; 0.0],[2; 0; 0],{1.0: 2},(0.22222222222222224)
IF age>=40.0 THEN Class=hire ,[0.0; 4.0],[0; 0; 4],{1.0: 2; 0.0: 2},(1e-06)
IF TRUE THEN Class=reject ,[6697.0; 3303.0],[6697; 0; 3303],{0.0: 6171; 1.0: 3829},(1e-06)
