IF extra_degree!=False THEN Class=hire ,[823.0; 3257.0],[248; 575; 2682],{0.0: 2361; 1.0: 1144},(0.18658655)
IF language_english==False AND language_german==False THEN Class=reject ,[4373.0; 232.0],[4146; 227; 5],{0.0: 2581; 1.0: 1797},(0.0077402111294232485)
IF experience<=14.0 THEN Class=reject ,[1392.0; 262.0],[1136; 256; 6],{0.0: 812; 1.0: 586},(0.02118487025761939)
IF degree==False THEN Class=reject ,[315.0; 0.0],[315; 0; 0],{0.0: 174; 1.0: 141},(0.043262451132677335)
IF extra_degrees<=0.4 AND experience<=34.0 AND german_speaking<=0.23076923076952663 AND age<=63.0 AND experiences<=0.14574468085106382 THEN Class=reject ,[188.0; 105.0],[87; 101; 4],{0.0: 127; 1.0: 65},(0.07362023331045976)
IF experiences<=0.2212765957446808 AND german_speaking>=3.3333333332888895e-12 AND english_speaking>=0.26666666666666666 AND age>=40.0 AND experience<=41.0 THEN Class=hire ,[69.0; 93.0],[31; 38; 55],{0.0: 98; 1.0: 26},(0.12691349234603058)
IF german_speaking<=0.09523809523809523 AND experiences>=0.1074468085106383 AND age>=38.0 AND potential<=0.8834581890337457 THEN Class=reject ,[48.0; 7.0],[41; 7; 0],{1.0: 24; 0.0: 24},(0.07438016528925619)
IF gender!=0 AND french_speaking<=0.4 AND language_english!=False THEN Class=reject ,[16.0; 0.0],[16; 0; 0],{1.0: 10; 0.0: 6},(0.12000000000000002)
IF potential<=0.8835316592201486 AND potential>=0.5494044300252565 AND german_speaking<=0.1282051282051282 THEN Class=hire ,[2.0; 10.0],[1; 1; 9],{0.0: 10; 1.0: 1},(0.16840277777777776)
IF degrees>=0.95 AND age<=62.0 THEN Class=reject ,[8.0; 0.0],[8; 0; 0],{0.0: 5; 1.0: 3},(0.1420118343195266)
IF potential<=0.8327361706847439 THEN Class=reject ,[2.0; 0.0],[2; 0; 0],{1.0: 1; 0.0: 1},(0.24)
IF age>=40.0 THEN Class=hire ,[0.0; 3.0],[0; 0; 3],{0.0: 3},(1e-06)
IF TRUE THEN Class=reject ,[7236.0; 3969.0],[6031; 1205; 2764],{0.0: 6202; 1.0: 3798},(1e-06)
