IF extra_degree!=False THEN Class=hire ,[856.0; 3249.0],[270; 586; 2663],{0.0: 2339; 1.0: 1180},(0.1866033)
IF language_english==False AND language_german==False THEN Class=reject ,[4385.0; 230.0],[4157; 228; 2],{0.0: 2533; 1.0: 1854},(0.009718031849879858)
IF experience<=14.0 THEN Class=reject ,[1392.0; 229.0],[1170; 222; 7],{0.0: 788; 1.0: 611},(0.026648203034275408)
IF degree==False THEN Class=reject ,[310.0; 0.0],[310; 0; 0],{0.0: 179; 1.0: 131},(0.0558356192743647)
IF potential<=0.5011716080088364 AND german_speaking<=0.14285714285714285 THEN Class=reject ,[184.0; 104.0],[86; 98; 6],{0.0: 127; 1.0: 63},(0.09593523359757125)
IF potential<=0.7995041110502247 AND dutch_speaking<=0.3181818181818182 AND potential>=0.09963595761992614 AND language_english!=False AND experience<=32.0 THEN Class=hire ,[46.0; 87.0],[20; 26; 61],{0.0: 87; 1.0: 20},(0.11410913872452336)
IF german_speaking<=0.08163265306122448 AND experiences>=0.1563829787234042 AND age>=39.0 THEN Class=reject ,[44.0; 12.0],[35; 9; 3],{0.0: 24; 1.0: 23},(0.08729338842975208)
IF married==False AND potential<=0.8838398484670581 AND english_speaking<=0.34210526315789475 THEN Class=reject ,[15.0; 2.0],[13; 2; 0],{1.0: 10; 0.0: 5},(0.15169541939321834)
IF gender!=0 AND language_german==False AND french_speaking<=0.3333333333333333 AND dutch_speaking<=0.32432432432432434 THEN Class=reject ,[8.0; 0.0],[8; 0; 0],{1.0: 6; 0.0: 2},(0.20118343195266272)
IF age>=38.0 THEN Class=hire ,[0.0; 16.0],[0; 0; 16],{0.0: 16},(0.049382716049382734)
IF age<=37.0 THEN Class=hire ,[1.0; 1.0],[1; 0; 1],{1.0: 1; 0.0: 1},(1e-06)
IF TRUE THEN Class=reject ,[7241.0; 3930.0],[6070; 1171; 2759],{0.0: 6101; 1.0: 3899},(1e-06)
