IF extra_degree!=False AND potential>=0.048778637072762705 THEN Class=hire ,[2.0; 2876.0],[2; 0; 2876],{0.0: 1948; 1.0: 930},(0.19777762000000002)
IF extra_degree==False AND experience<=28.0 AND potential<=0.8666723705744683 AND german_speaking<=0.1724137931034483 THEN Class=reject ,[5272.0; 9.0],[5272; 0; 9],{0.0: 3027; 1.0: 2254},(0.02424442190629384)
IF language_english==False AND dutch_speaking<=0.4285714285663265 THEN Class=reject ,[1022.0; 28.0],[1022; 0; 28],{0.0: 649; 1.0: 401},(0.057903726483581656)
IF language_dutch==False AND english_speaking<=0.38095238095238093 AND potential<=0.9334162164706925 AND language_english!=False AND german_speaking<=0.13513513513513514 THEN Class=reject ,[288.0; 12.0],[288; 0; 12],{0.0: 208; 1.0: 92},(0.08456066270191996)
IF language_french!=False AND extra_degree!=False AND language_german==False AND experience>=1.0 THEN Class=hire ,[3.0; 143.0],[3; 0; 143],{0.0: 107; 1.0: 39},(0.17254366789585243)
IF experience<=14.0 AND dutch_speaking<=0.358974358974359 AND german_speaking<=0.23076923076923078 THEN Class=reject ,[162.0; 6.0],[162; 0; 6],{0.0: 94; 1.0: 74},(0.05741650913673601)
IF degree==False THEN Class=reject ,[65.0; 0.0],[65; 0; 0],{0.0: 44; 1.0: 21},(0.09751348590762553)
IF german_speaking>=3.1249999999609376e-12 AND language_german==False AND french_speaking<=0.4 AND potential>=0.09902604440138608 THEN Class=hire ,[7.0; 36.0],[7; 0; 36],{0.0: 33; 1.0: 10},(0.16031568877551022)
IF gender!=0 AND german_speaking<=0.08333333333333333 THEN Class=reject ,[31.0; 0.0],[31; 0; 0],{0.0: 23; 1.0: 8},(0.07162360848561228)
IF language_german==False AND gender==0 THEN Class=reject ,[16.0; 0.0],[16; 0; 0],{0.0: 12; 1.0: 4},(0.12188365650969529)
IF french_speaking<=0.25 AND age>=43.0 AND english_speaking<=0.2857142857142857 THEN Class=hire ,[6.0; 11.0],[6; 0; 11],{0.0: 11; 1.0: 6},(0.11363636363636366)
IF age>=22.0 THEN Class=reject ,[5.0; 0.0],[5; 0; 0],{0.0: 3; 1.0: 2},(1e-06)
IF TRUE THEN Class=reject ,[6879.0; 3121.0],[6879; 0; 3121],{0.0: 6159; 1.0: 3841},(1e-06)
