IF extra_degree!=False AND potential>=0.04908565467395146 THEN Class=hire ,[5.0; 2767.0],[5; 0; 2767],{0.0: 1877; 1.0: 895},(0.19301332000000002)
IF extra_degree==False AND experience<=25.0 AND potential<=0.8005063839264462 THEN Class=reject ,[4902.0; 4.0],[4902; 0; 4],{0.0: 2820; 1.0: 2086},(0.0231107949194686)
IF degree==False THEN Class=reject ,[978.0; 0.0],[978; 0; 0],{0.0: 565; 1.0: 413},(0.04498483219713913)
IF language_dutch==False AND experience<=34.0 AND german_speaking<=0.10810810810810811 THEN Class=reject ,[511.0; 12.0],[511; 0; 12],{0.0: 358; 1.0: 165},(0.06287645266439909)
IF language_french==False AND german_speaking<=0.15217391304347827 AND experience<=37.0 THEN Class=reject ,[348.0; 14.0],[348; 0; 14],{0.0: 236; 1.0: 126},(0.10969362397836334)
IF language_german==False AND language_english!=False AND experience>=2.0 AND english_speaking<=0.3333333333333333 AND age<=63.0 THEN Class=hire ,[38.0; 165.0],[38; 0; 165],{0.0: 141; 1.0: 62},(0.14557079186068037)
IF experience<=11.0 THEN Class=reject ,[107.0; 4.0],[107; 0; 4],{0.0: 71; 1.0: 40},(0.08091735839843751)
IF german_speaking<=0.0625 AND potential<=0.7501446879701683 AND age>=40.0 AND experience<=40.0 AND dutch_speaking<=0.3846153846133137 THEN Class=reject ,[57.0; 7.0],[57; 0; 7],{0.0: 46; 1.0: 18},(0.11305588585017834)
IF experiences>=0.05957446808510638 AND english_speaking<=0.358974358974359 AND experience<=37.0 AND language_french!=False AND potential<=0.9340871059245037 THEN Class=reject ,[27.0; 8.0],[27; 0; 8],{0.0: 29; 1.0: 6},(0.14662399024538944)
IF german_speaking>=0.05555555555555555 AND language_french!=False THEN Class=hire ,[0.0; 22.0],[0; 0; 22],{0.0: 22},(0.0831758034026465)
IF married==False AND french_speaking<=0.3 THEN Class=hire ,[0.0; 11.0],[0; 0; 11],{0.0: 8; 1.0: 3},(0.1527777777777778)
IF age>=51.0 AND age<=59.0 AND dutch_speaking>=0.18421052631578946 THEN Class=hire ,[1.0; 5.0],[1; 0; 5],{0.0: 5; 1.0: 1},(0.20710059171597636)
IF age>=35.0 THEN Class=reject ,[7.0; 0.0],[7; 0; 0],{1.0: 5; 0.0: 2},(1e-06)
IF TRUE THEN Class=reject ,[6981.0; 3019.0],[6981; 0; 3019],{0.0: 6180; 1.0: 3820},(1e-06)
