IF extra_degree!=False AND potential>=0.04858556072636677 THEN Class=hire ,[1.0; 2801.0],[1; 0; 2801],{0.0: 1901; 1.0: 901},(0.19438682000000002)
IF extra_degree==False AND experience<=23.0 AND potential<=0.9493670868718214 AND age<=63.0 AND experiences<=0.3 THEN Class=reject ,[5293.0; 15.0],[5293; 0; 15],{0.0: 2995; 1.0: 2313},(0.024347899732266427)
IF language_english==False AND potential<=0.8499275501166996 THEN Class=reject ,[993.0; 16.0],[993; 0; 16],{0.0: 644; 1.0: 365},(0.06017384731670445)
IF language_dutch==False AND potential<=0.8324778160367334 AND german_speaking<=0.13333333333333333 AND experiences<=0.2329787234042553 AND french_speaking<=0.49999999999166667 THEN Class=reject ,[287.0; 4.0],[287; 0; 4],{0.0: 188; 1.0: 103},(0.08056704730075333)
IF degree!=False AND language_french!=False AND language_german==False AND experience>=1.0 AND german_speaking<=0.15384615384615385 THEN Class=hire ,[33.0; 177.0],[33; 0; 177],{0.0: 152; 1.0: 58},(0.16546969261706407)
IF degree==False THEN Class=reject ,[154.0; 0.0],[154; 0; 0],{0.0: 104; 1.0: 50},(0.04905817174515237)
IF experience<=9.0 THEN Class=reject ,[91.0; 0.0],[91; 0; 0],{0.0: 62; 1.0: 29},(0.08195630041506774)
IF potential<=0.8002421084697262 AND language_french==False AND german_speaking<=0.1 AND experience<=39.0 THEN Class=reject ,[56.0; 1.0],[56; 0; 1],{0.0: 43; 1.0: 14},(0.13646090534979424)
IF language_french!=False AND age>=46.0 AND language_english!=False AND dutch_speaking<=0.2777777777777778 THEN Class=reject ,[25.0; 9.0],[25; 0; 9],{0.0: 29; 1.0: 5},(0.13609467455621305)
IF experience>=21.0 AND german_speaking<=0.10869565217391304 THEN Class=hire ,[0.0; 21.0],[0; 0; 21],{0.0: 20; 1.0: 1},(0.0867768595041322)
IF potential>=0.866860512401374 THEN Class=reject ,[6.0; 0.0],[6; 0; 0],{0.0: 6},(0.17013232514177692)
IF gender==0 THEN Class=hire ,[0.0; 9.0],[0; 0; 9],{0.0: 7; 1.0: 2},(0.06228373702422147)
IF married==True AND age<=60.0 AND english_speaking<=0.3055555555555556 THEN Class=reject ,[2.0; 0.0],[2; 0; 0],{0.0: 1; 1.0: 1},(0.1875)
IF age>=36.0 THEN Class=hire ,[0.0; 6.0],[0; 0; 6],{0.0: 4; 1.0: 2},(1e-06)
IF TRUE THEN Class=reject ,[6941.0; 3059.0],[6941; 0; 3059],{0.0: 6156; 1.0: 3844},(1e-06)
