IF extra_degree!=False AND potential>=0.04847124439621075 THEN Class=hire ,[1.0; 2819.0],[1; 0; 2819],{0.0: 1850; 1.0: 970},(0.1954106)
IF extra_degree==False AND potential<=0.8003095781442953 AND experience<=30.0 AND german_speaking<=0.21428571428571427 AND degrees<=0.8 THEN Class=reject ,[5158.0; 8.0],[5158; 0; 8],{0.0: 3044; 1.0: 2122},(0.023737556350431753)
IF language_english==False AND potential<=0.9499869498688638 AND dutch_speaking<=0.3611111111111111 AND german_speaking<=0.17391304347826086 AND english_speaking<=0.41176470588044983 THEN Class=reject ,[1036.0; 26.0],[1036; 0; 26],{0.0: 670; 1.0: 392},(0.04992756760274898)
IF language_dutch==False AND english_speaking<=0.3636363636342976 AND german_speaking<=0.18181818181818182 THEN Class=reject ,[340.0; 14.0],[340; 0; 14],{0.0: 227; 1.0: 127},(0.0688819645505261)
IF language_french==False AND age<=63.0 THEN Class=reject ,[196.0; 11.0],[196; 0; 11],{0.0: 123; 1.0: 84},(0.0973758682788783)
IF french_speaking<=0.2 AND language_german==False AND experience>=2.0 AND degree!=False THEN Class=hire ,[6.0; 140.0],[6; 0; 140],{0.0: 100; 1.0: 46},(0.17756294111106022)
IF experience<=11.0 AND english_speaking<=0.3902439024390244 THEN Class=reject ,[111.0; 4.0],[111; 0; 4],{0.0: 76; 1.0: 39},(0.07755102040816324)
IF degree!=False AND age>=41.0 THEN Class=hire ,[33.0; 44.0],[33; 0; 44],{0.0: 61; 1.0: 16},(0.13343195266272187)
IF extra_degree==False THEN Class=reject ,[50.0; 0.0],[50; 0; 0],{0.0: 30; 1.0: 20},(0.017799928800284796)
IF age>=37.0 THEN Class=reject ,[2.0; 0.0],[2; 0; 0],{1.0: 2},(0.22222222222222224)
IF TRUE THEN Class=reject ,[6933.0; 3067.0],[6933; 0; 3067],{0.0: 6182; 1.0: 3818},(1e-06)
