IF extra_degree!=False AND potential>=0.048757776989216337 THEN Class=hire ,[5.0; 2694.0],[5; 0; 2694],{0.0: 1833; 1.0: 866},(0.18983347999999994)
IF extra_degree==False AND experience<=27.0 AND potential<=0.8837848208518462 AND experiences<=0.2829787234042553 AND potential<=0.8329599481374974 THEN Class=reject ,[5193.0; 8.0],[5193; 0; 8],{0.0: 3017; 1.0: 2184},(0.023687373628404052)
IF degree==False THEN Class=reject ,[905.0; 0.0],[905; 0; 0],{0.0: 561; 1.0: 344},(0.0504829931972789)
IF language_dutch==False AND experience<=36.0 AND german_speaking<=0.10714285714285714 AND english_speaking<=0.36 AND experiences<=0.298936170212766 THEN Class=reject ,[431.0; 11.0],[431; 0; 11],{0.0: 289; 1.0: 153},(0.06693650321247878)
IF language_french!=False AND experience>=2.0 AND language_german==False AND age>=25.0 AND english_speaking<=0.399999999994 THEN Class=hire ,[82.0; 184.0],[82; 0; 184],{0.0: 176; 1.0: 90},(0.13411074603754083)
IF experience<=12.0 AND german_speaking<=0.14285714285714285 THEN Class=reject ,[267.0; 8.0],[267; 0; 8],{0.0: 165; 1.0: 110},(0.04270794243767108)
IF degrees<=0.8 AND language_french==False AND german_speaking<=0.11764705882352941 AND experiences<=0.2127659574468085 THEN Class=reject ,[113.0; 3.0],[113; 0; 3],{0.0: 95; 1.0: 21},(0.09683161267354931)
IF married==False AND language_dutch!=False AND age>=36.0 AND experiences<=0.26595744680851063 AND age<=63.0 THEN Class=hire ,[11.0; 28.0],[11; 0; 28],{0.0: 28; 1.0: 11},(0.12239583333333333)
IF potential<=0.7999023853247105 AND experience>=18.0 AND german_speaking<=0.16666666666666666 THEN Class=reject ,[24.0; 0.0],[24; 0; 0],{0.0: 22; 1.0: 2},(0.08864265927977838)
IF age>=50.0 AND french_speaking<=0.4146341463414634 THEN Class=hire ,[2.0; 11.0],[2; 0; 11],{0.0: 9; 1.0: 4},(0.19008264462809915)
IF extra_degree==False THEN Class=reject ,[16.0; 0.0],[16; 0; 0],{1.0: 8; 0.0: 8},(0.040000000000000036)
IF gender!=0 THEN Class=reject ,[3.0; 0.0],[3; 0; 0],{1.0: 2; 0.0: 1},(0.1875)
IF TRUE THEN Class=reject ,[7052.0; 2948.0],[7052; 0; 2948],{0.0: 6204; 1.0: 3796},(1e-06)
