IF extra_degree!=False AND potential>=0.048524879604683394 THEN Class=hire ,[3.0; 2711.0],[3; 0; 2711],{0.0: 1821; 1.0: 893},(0.19128126)
IF extra_degree==False AND experience<=25.0 AND experiences<=0.24255319148936166 THEN Class=reject ,[5210.0; 11.0],[5210; 0; 11],{0.0: 2940; 1.0: 2281},(0.021110807116841605)
IF language_english==False AND german_speaking<=0.14285714285714285 AND extra_degrees<=0.9 THEN Class=reject ,[1069.0; 14.0],[1069; 0; 14],{0.0: 705; 1.0: 378},(0.04884052788021273)
IF language_dutch==False AND german_speaking<=0.12195121951219512 AND age<=62.0 AND experiences<=0.33297872340425533 THEN Class=reject ,[389.0; 10.0],[389; 0; 10],{0.0: 241; 1.0: 158},(0.07463777734454397)
IF language_french!=False AND degree!=False AND language_german==False AND experience>=2.0 AND french_speaking<=0.38461538461538464 THEN Class=hire ,[29.0; 158.0],[29; 0; 158],{0.0: 141; 1.0: 46},(0.16372698145571057)
IF language_german==False AND dutch_speaking<=0.2857142857142857 AND german_speaking<=0.12195121951219512 AND french_speaking<=0.45714285714285713 THEN Class=reject ,[188.0; 2.0],[188; 0; 2],{0.0: 129; 1.0: 61},(0.03977910417304355)
IF potential<=0.783464205913105 AND gender!=0 THEN Class=reject ,[88.0; 3.0],[88; 0; 3],{0.0: 60; 1.0: 31},(0.060491092468658705)
IF degree==False THEN Class=reject ,[37.0; 0.0],[37; 0; 0],{0.0: 26; 1.0: 11},(0.08952741020793949)
IF experience>=11.0 AND experiences<=0.2904255319148937 THEN Class=hire ,[13.0; 31.0],[13; 0; 31],{0.0: 30; 1.0: 14},(0.16600920447074297)
IF experience<=9.0 THEN Class=reject ,[28.0; 0.0],[28; 0; 0],{0.0: 16; 1.0: 12},(0.024221453287197235)
IF age>=34.0 THEN Class=reject ,[5.0; 0.0],[5; 0; 0],{0.0: 3; 1.0: 2},(0.13888888888888887)
IF TRUE THEN Class=reject ,[7059.0; 2941.0],[7059; 0; 2941],{0.0: 6113; 1.0: 3887},(1e-06)
