IF extra_degree!=False AND potential>=0.04880721208653181 THEN Class=hire ,[3.0; 2853.0],[3; 0; 2853],{0.0: 1926; 1.0: 930},(0.19627848000000003)
IF extra_degree==False AND experience<=27.0 AND potential<=0.8666493423205252 AND experiences<=0.26170212765957446 AND extra_degrees<=0.85 THEN Class=reject ,[5127.0; 7.0],[5127; 0; 7],{0.0: 2988; 1.0: 2146},(0.0255770274964293)
IF degree==False THEN Class=reject ,[896.0; 0.0],[896; 0; 0],{0.0: 542; 1.0: 354},(0.056996608994826864)
IF language_dutch==False AND experience<=34.0 AND german_speaking<=0.0975609756097561 AND potential<=0.94932807026627 THEN Class=reject ,[396.0; 11.0],[396; 0; 11],{0.0: 263; 1.0: 144},(0.0744120045511831)
IF language_french!=False AND experience>=2.0 AND language_german==False AND experiences<=0.24361702127659574 AND dutch_speaking<=0.4 THEN Class=hire ,[57.0; 191.0],[57; 0; 191],{0.0: 178; 1.0: 70},(0.14810272702356111)
IF experience<=14.0 AND language_german==False THEN Class=reject ,[220.0; 1.0],[220; 0; 1],{0.0: 134; 1.0: 87},(0.05551521019930609)
IF potential>=0.7006046843781867 AND age>=44.0 AND dutch_speaking<=0.3404255319148936 AND dutch_speaking>=0.1951219512195122 THEN Class=hire ,[6.0; 35.0],[6; 0; 35],{0.0: 31; 1.0: 10},(0.1079726008050279)
IF language_french==False AND german_speaking<=0.14285714285714285 AND experience<=40.0 THEN Class=reject ,[110.0; 0.0],[110; 0; 0],{0.0: 84; 1.0: 26},(0.05385348759308405)
IF dutch_speaking>=0.16666666666944444 AND german_speaking<=0.14285714285714285 AND age<=63.0 THEN Class=reject ,[25.0; 0.0],[25; 0; 0],{0.0: 15; 1.0: 10},(0.06275597833267273)
IF experience<=7.0 THEN Class=reject ,[18.0; 0.0],[18; 0; 0],{1.0: 12; 0.0: 6},(0.08896982310093651)
IF age>=45.0 AND german_speaking<=0.05 THEN Class=reject ,[19.0; 5.0],[19; 0; 5],{0.0: 19; 1.0: 5},(0.12190082644628093)
IF age>=44.0 AND french_speaking<=0.4117647058823529 THEN Class=hire ,[0.0; 7.0],[0; 0; 7],{1.0: 4; 0.0: 3},(0.10500000000000001)
IF age<=40.0 AND married==False THEN Class=hire ,[2.0; 7.0],[2; 0; 7],{0.0: 6; 1.0: 3},(0.16568047337278108)
IF age>=37.0 THEN Class=reject ,[4.0; 0.0],[4; 0; 0],{1.0: 2; 0.0: 2},(1e-06)
IF TRUE THEN Class=reject ,[6883.0; 3117.0],[6883; 0; 3117],{0.0: 6197; 1.0: 3803},(1e-06)
